"","province","region","year","month","monthyear","time_cont","month_number","post","buss","non_sas","vax_leastone","vax_complete","deaths","excessd","excessd_rate","antivax","antivax_dic","treat","treat1","treat2","treat3","robbery","v_deaths","transit_acc","total_cases","new_cases","case_rate","new_case_rate","job_change","taxes","taxpayers","tax_pc","sales","sales_pc_k","m_retail","m_grocery","m_parks","m_transit","m_workplace","m_residential","rating","prov","year_n","lbuss","lnsas","did","day","date_yr_m","month_short","year_short","my","my_Apr20","my_Apr21","my_Aug20","my_Aug21","my_Dec20","my_Dec21","my_Feb20","my_Feb21","my_Jan20","my_Jan21","my_Jul20","my_Jul21","my_Jun20","my_Jun21","my_Mar20","my_Mar21","my_May20","my_May21","my_Nov20","my_Nov21","my_Oct20","my_Oct21","my_Sep20","my_Sep21","t0120","t0220","t0320","t0420","t0520","t0620","t0720","t0820","t0920","t1020","t1120","t1220","t0121","t0221","t0321","t0421","t0521","t0621","t0721","t0821","t0921","t1021","t1121","t1221","treatment"
"1","AZUAY","SIERRA","2020","January","January-2020",1,1,0,54,54,0,0,364,27.06591132,0.080329988,"provax",0,"provax",0,0,1,277,1,90,,,,,-401,64.61749788,100863,640.6462021,30563.01545,303.0151339,,,,,,,1,"AZUAY",1,4.00733318523247,4.00733318523247,0,"01",Jan 2020,"Jan",20,"Jan20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","AZUAY","SIERRA","2020","February","February-2020",2,2,0,43,43,0,0,328,9.980734557,0.031384056,"provax",0,"provax",0,0,1,228,7,100,,,,,-193,47.88608714,101082,473.7350581,25127.02363,248.5805943,,,,,,,1,"AZUAY",1,3.78418963391826,3.78418963391826,0,"01",Feb 2020,"Feb",20,"Feb20",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","AZUAY","SIERRA","2020","March","March-2020",3,3,0,19,19,0,0,360,46.76463927,0.14929553,"provax",0,"provax",0,0,1,94,2,69,78,78,0.008849618,0.008849618,-346,52.40245245,101335,517.1209597,26668.95097,263.1761086,-40.25806452,-33.19354839,-42.29032258,-37.29032258,-41.64516129,20.09677419,1,"AZUAY",1,2.99573227355399,2.99573227355399,0,"01",Mar 2020,"Mar",20,"Mar20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","AZUAY","SIERRA","2020","April","April-2020",4,4,0,0,0,0,0,366,41.43046503,0.127647424,"provax",0,"provax",0,0,1,17,2,22,460,382,0.052190053,0.043340436,292,46.07981956,101129,455.6538635,32360.94187,319.9966564,-78.8,-70.56666667,-78.66666667,-84.36666667,-75.43333333,37.43333333,1,"AZUAY",1,0,0,0,"01",Apr 2020,"Apr",20,"Apr20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","AZUAY","SIERRA","2020","May","May-2020",5,5,0,10,8,0,0,379,40.47594404,0.119565931,"provax",0,"provax",0,0,1,88,4,46,869,409,0.098593818,0.046403765,466,32.14321891,101476,316.7568579,25031.95661,246.6785901,-62.25806452,-55.06451613,-64.12903226,-72.19354839,-54.90322581,30.19354839,1,"AZUAY",1,2.39789527279837,2.19722457733622,0,"01",May 2020,"May",20,"May20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6","AZUAY","SIERRA","2020","June","June-2020",6,6,0,58,33,0,0,384,71.82811606,0.230091561,"provax",0,"provax",0,0,1,144,1,49,1762,893,0.199910596,0.101316778,224,38.10864198,102270,372.6277694,29295.76942,286.455162,-39.1,-31.63333333,-43.76666667,-55.03333333,-35.23333333,21.7,1,"AZUAY",1,4.07753744390572,3.52636052461616,0,"01",Jun 2020,"Jun",20,"Jun20",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","AZUAY","SIERRA","2020","July","July-2020",7,7,0,90,29,0,0,488,142.2144502,0.411279333,"provax",0,"provax",0,0,1,145,1,59,3326,1564,0.377356778,0.177446182,-35,38.57373692,103089,374.1789805,25882.93991,251.0737315,-32.87096774,-19.93548387,-38.5483871,-49.03225806,-32,19.48387097,1,"AZUAY",1,4.51085950651685,3.40119738166216,0,"01",Jul 2020,"Jul",20,"Jul20",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","AZUAY","SIERRA","2020","August","August-2020",8,8,0,71,35,0,0,644,303.9747729,0.893977119,"provax",0,"provax",0,0,1,133,4,59,5454,2128,0.618792504,0.241435726,383,44.48268008,103407,430.170879,25324.25334,244.8988303,-30.67741935,-18.03225806,-33.96774194,-43.5,-30.35483871,17.16129032,1,"AZUAY",1,4.27666611901606,3.58351893845611,0,"01",Aug 2020,"Aug",20,"Aug20",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","AZUAY","SIERRA","2020","September","September-2020",9,9,0,84,26,0,0,542,207.1266703,0.618522444,"provax",0,"provax",0,0,1,154,1,56,8981,3527,1.018954066,0.400161562,71,53.75256457,104469,514.5312444,27854.24295,266.6268744,-27.53333333,-11.23333333,-29.73333333,-38.45454545,-27.86666667,15.16666667,1,"AZUAY",1,4.44265125649032,3.29583686600433,0,"01",Sep 2020,"Sep",20,"Sep20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","AZUAY","SIERRA","2020","October","October-2020",10,10,0,85,34,0,0,486,182.1278502,0.599356836,"provax",0,"provax",0,0,1,192,3,71,10604,1623,1.203094189,0.184140123,-172,48.64301093,105192,462.4212006,25641.2028,243.7562058,-24.35483871,-5.419354839,-28,-30.70967742,-25.03225806,13.35483871,1,"AZUAY",1,4.45434729625351,3.55534806148941,0,"01",Oct 2020,"Oct",20,"Oct20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11","AZUAY","SIERRA","2020","November","November-2020",11,11,0,77,41,0,0,430,121.9365102,0.395816169,"provax",0,"provax",0,0,1,174,4,82,11889,1285,1.348885969,0.14579178,-353,51.90960508,105909,490.1340309,28742.4544,271.3882144,-21,-2.666666667,-29.63333333,-35.66666667,-22.73333333,12.63333333,1,"AZUAY",1,4.35670882668959,3.73766961828337,0,"01",Nov 2020,"Nov",20,"Nov20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","AZUAY","SIERRA","2020","December","December-2020",12,12,0,73,27,0,0,422,100.3146552,0.311840924,"provax",0,"provax",0,0,1,186,3,85,13557,1668,1.538131641,0.189245672,689,51.43269146,106467,483.0857586,47809.93159,449.0586904,-16.93548387,10.90322581,-23.74193548,-34.32258065,-21.41935484,19.03738318,1,"AZUAY",1,4.30406509320417,3.3322045101752,0,"01",Dec 2020,"Dec",20,"Dec20",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","AZUAY","SIERRA","2021","January","January-2021",13,1,0,61,16,0.08,19.53,509,172.0659113,0.51068122,"provax",0,"provax",0,0,1,277,1,90,15998,2441,1.815079295,0.276947653,-401,64.61749788,100863,640.6462021,30563.01545,303.0151339,-23.70967742,-5.903225806,-31.35483871,-31.93548387,-24.19354839,11.77419355,1,"AZUAY",2,4.12713438504509,2.83321334405622,0,"01",Jan 2021,"Jan",21,"Jan21",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","AZUAY","SIERRA","2021","February","February-2021",14,2,0,68,19,0.75,6.82,479,171.9469161,0.559990846,"provax",0,"provax",0,0,1,228,7,100,17367,1369,1.970401432,0.155322137,-193,47.88608714,101082,473.7350581,25127.02363,248.5805943,-18.60714286,0.928571429,-25.60714286,-22.57142857,-25.67857143,8.107142857,1,"AZUAY",2,4.23410650459726,2.99573227355399,0,"01",Feb 2021,"Feb",21,"Feb21",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","AZUAY","SIERRA","2021","March","March-2021",15,3,0,85,22,3.51,0.63,527,213.7646393,0.682440957,"provax",0,"provax",0,0,1,94,2,69,18879,1512,2.141947869,0.171546437,-346,52.40245245,101335,517.1209597,26668.95097,263.1761086,-11.83870968,10.22580645,-21.35483871,-12.70967742,-20.03225806,7.64516129,1,"AZUAY",2,4.45434729625351,3.13549421592915,0,"01",Mar 2021,"Mar",21,"Mar21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","AZUAY","SIERRA","2021","April","April-2021",16,4,0,61,11,11.29,69.43,600,275.430465,0.848602334,"provax",0,"provax",0,0,1,17,2,22,21093,2214,2.393140865,0.251192997,292,46.07981956,101129,455.6538635,32360.94187,319.9966564,-16.6,11.03333333,-26.93333333,-21.86666667,-26.86666667,11.8,1,"AZUAY",2,4.12713438504509,2.484906649788,0,"01",Apr 2021,"Apr",21,"Apr21",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","AZUAY","SIERRA","2021","May","May-2021",17,5,0,102,30,16.33,59.49,599,260.475944,0.769445891,"provax",0,"provax",0,0,1,88,4,46,23088,1995,2.619486858,0.226345993,466,32.14321891,101476,316.7568579,25031.95661,246.6785901,-15.93548387,9.35483871,-28,-27,-27.35483871,12.74193548,1,"AZUAY",2,4.63472898822964,3.43398720448515,0,"01",May 2021,"May",21,"May21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","AZUAY","SIERRA","2021","June","June-2021",18,6,0,76,13,24.37,0,483,170.8281161,0.547224541,"provax",0,"provax",0,0,1,144,1,49,24952,1864,2.830970032,0.211483173,224,38.10864198,102270,372.6277694,29295.76942,286.455162,6.233333333,30.86666667,-9.633333333,-13.96666667,-13.43333333,5.933333333,1,"AZUAY",2,4.34380542185368,2.63905732961526,0,"01",Jun 2021,"Jun",21,"Jun21",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","AZUAY","SIERRA","2021","July","July-2021",19,7,0,82,21,62.27,0,480,134.2144502,0.388143606,"provax",0,"provax",0,0,1,145,1,59,26582,1630,3.015904352,0.18493432,-35,38.57373692,103089,374.1789805,25882.93991,251.0737315,13.83870968,38.58064516,-4.870967742,-10.67741935,-11,4.741935484,1,"AZUAY",2,4.4188406077966,3.09104245335832,0,"01",Jul 2021,"Jul",21,"Jul21",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","AZUAY","SIERRA","2021","August","August-2021",20,8,0,53,14,65.88,0,396,55.97477289,0.164619471,"provax",0,"provax",0,0,1,133,4,59,27885,1303,3.163738351,0.147833999,383,44.48268008,103407,430.170879,25324.25334,244.8988303,17.93548387,41.96774194,-1.032258065,-11.22580645,-11.03225806,2.580645161,1,"AZUAY",2,3.98898404656427,2.70805020110221,0,"01",Aug 2021,"Aug",21,"Aug21",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","AZUAY","SIERRA","2021","September","September-2021",21,9,1,103,20,66.34,0,325,-9.873329731,-0.029483774,"provax",0,"provax",0,0,1,154,1,56,28508,623,3.234421836,0.070683485,71,53.75256457,104469,514.5312444,27854.24295,266.6268744,20.63333333,43.73333333,-1.866666667,-20.76666667,-5.866666667,2.933333333,1,"AZUAY",2,4.64439089914137,3.04452243772342,0,"01",Sep 2021,"Sep",21,"Sep21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","AZUAY","SIERRA","2021","October","October-2021",22,10,1,81,19,71.43,0,362,58.1278502,0.191290483,"provax",0,"provax",0,0,1,192,3,71,28937,429,3.283094734,0.048672898,-172,48.64301093,105192,462.4212006,25641.2028,243.7562058,27.25806452,46.48387097,1.096774194,-18.48387097,-0.677419355,2.193548387,1,"AZUAY",2,4.40671924726425,2.99573227355399,0,"01",Oct 2021,"Oct",21,"Oct21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","AZUAY","SIERRA","2021","November","November-2021",23,11,1,64,16,80.82,0,294,-13.06348979,-0.042405187,"provax",0,"provax",0,0,1,174,4,82,29351,414,3.330065782,0.046971048,-353,51.90960508,105909,490.1340309,28742.4544,271.3882144,30,52.6,4.466666667,-17.5,-0.833333333,2.4,1,"AZUAY",2,4.17438726989564,2.83321334405622,0,"01",Nov 2021,"Nov",21,"Nov21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","AZUAY","SIERRA","2021","December","December-2021",24,12,1,97,18,82.21,0,348,26.31465522,0.081802468,"provax",0,"provax",0,0,1,186,3,85,29953,602,3.398366678,0.068300896,689,51.43269146,106467,483.0857586,47809.93159,449.0586904,36.4516129,70.74193548,10.16129032,-15.80645161,4.612903226,19.03738318,1,"AZUAY",2,4.58496747867057,2.94443897916644,0,"01",Dec 2021,"Dec",21,"Dec21",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","BOLIVAR","SIERRA","2020","January","January-2020",1,1,0,3,3,0,0,63,-45.33945352,-0.41849439,"provax",0,"provax",0,1,1,9,3,9,,,,,-29,1.25242438,21317,58.7523751,2066.211895,96.927893,,,,,,0,1,"BOLIVAR",1,1.38629436111989,1.38629436111989,0,"01",Jan 2020,"Jan",20,"Jan20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","BOLIVAR","SIERRA","2020","February","February-2020",2,2,0,0,0,0,0,85,-10.73173165,-0.112102137,"provax",0,"provax",0,1,1,13,0,1,,,,,-21,1.01140343,21540,46.95466249,1809.540759,84.00839178,,,,,,0,1,"BOLIVAR",1,0,0,0,"01",Feb 2020,"Feb",20,"Feb20",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","BOLIVAR","SIERRA","2020","March","March-2020",3,3,0,1,1,0,0,68,-40.20451955,-0.371560446,"provax",0,"provax",0,1,1,9,0,8,15,15,0.007145137,0.007145137,-7,1.2182382,21722,56.08315072,2227.897899,102.5641239,-38.09677419,-71,-39.83870968,,-44.64516129,4,1,"BOLIVAR",1,0.693147180559945,0.693147180559945,0,"01",Mar 2020,"Mar",20,"Mar20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","BOLIVAR","SIERRA","2020","April","April-2020",4,4,0,0,0,0,0,122,27.83580208,0.295609188,"provax",0,"provax",0,1,1,11,1,4,133,118,0.063353546,0.056208409,56,1.1743907,21979,53.43239911,1863.382143,84.78011479,-72.4,-81.33333333,-71.4,,-70.73333333,0,1,"BOLIVAR",1,0,0,0,"01",Apr 2020,"Apr",20,"Apr20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","BOLIVAR","SIERRA","2020","May","May-2020",5,5,0,0,0,0,0,104,15.58340507,0.174278668,"provax",0,"provax",0,1,1,12,0,7,312,179,0.148618845,0.085265299,-24,0.96118504,22026,43.63865613,1959.469776,88.96167148,-57.61290323,-74,-60.12903226,,-53.06451613,0,1,"BOLIVAR",1,0,0,0,"01",May 2020,"May",20,"May20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","BOLIVAR","SIERRA","2020","June","June-2020",6,6,0,2,2,0,0,103,4.785729047,0.04872743,"provax",0,"provax",0,1,1,13,1,11,648,336,0.308669909,0.160051064,-8,0.95425336,22342,42.7111879,3862.223907,172.8683156,-39.26666667,,-41.8,,-37.93333333,0,1,"BOLIVAR",1,1.09861228866811,1.09861228866811,0,"01",Jun 2020,"Jun",20,"Jun20",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","BOLIVAR","SIERRA","2020","July","July-2020",7,7,0,3,3,0,0,119,27.87335685,0.305874944,"provax",0,"provax",0,1,1,20,0,7,1148,500,0.546841135,0.238171226,41,0.88283097,22491,39.25263305,2096.392158,93.21026891,-34.03225806,,-33.16129032,,-37,0,1,"BOLIVAR",1,1.38629436111989,1.38629436111989,0,"01",Jul 2020,"Jul",20,"Jul20",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","BOLIVAR","SIERRA","2020","August","August-2020",8,8,0,2,2,0,0,114,25.19063018,0.283648338,"provax",0,"provax",0,1,1,12,1,6,1441,293,0.686409473,0.139568338,-49,0.8399627,22810,36.82431828,2219.601477,97.30826291,-26.8125,-25,-27.4375,,-32.125,0,1,"BOLIVAR",1,1.09861228866811,1.09861228866811,0,"01",Aug 2020,"Aug",20,"Aug20",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","BOLIVAR","SIERRA","2020","September","September-2020",9,9,0,3,2,0,0,80,-12.43063746,-0.134486116,"provax",0,"provax",0,1,1,14,0,11,1770,329,0.84312614,0.156716667,5,1.0240576,26926,38.03229592,2485.909114,92.32374337,-14,,-12.75,,-30.2,17.83333333,1,"BOLIVAR",1,1.38629436111989,1.09861228866811,0,"01",Sep 2020,"Sep",20,"Sep20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","BOLIVAR","SIERRA","2020","October","October-2020",10,10,0,2,0,0,0,73,-26.01734336,-0.262755417,"provax",0,"provax",0,1,1,11,0,3,2104,334,1.002224519,0.159098379,1,1.05372188,23197,45.42492046,2467.654221,106.3781619,-8.032258065,,-6.129032258,,-28.38709677,15.45454545,1,"BOLIVAR",1,1.09861228866811,0,0,"01",Oct 2020,"Oct",20,"Oct20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","BOLIVAR","SIERRA","2020","November","November-2020",11,11,0,1,1,0,0,78,-13.42595662,-0.1468506,"provax",0,"provax",0,1,1,20,0,4,2382,278,1.134647721,0.132423202,12,0.99423942,23268,42.72990459,2334.098205,100.3136585,-8.24137931,,-6.166666667,,-27.93333333,15.95238095,1,"BOLIVAR",1,0.693147180559945,0.693147180559945,0,"01",Nov 2020,"Nov",20,"Nov20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","BOLIVAR","SIERRA","2020","December","December-2020",12,12,0,3,1,0,0,103,18.96098465,0.225621214,"provax",0,"provax",0,1,1,17,1,9,2527,145,1.203717376,0.069069656,175,1.03594741,23044,44.95519051,5102.825841,221.4383719,-6.709677419,,-2.774193548,,-27.22580645,14.625,1,"BOLIVAR",1,1.38629436111989,0.693147180559945,0,"01",Dec 2020,"Dec",20,"Dec20",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","BOLIVAR","SIERRA","2021","January","January-2021",13,1,0,2,2,0.05,49.62,110,1.660546475,0.015327255,"provax",0,"provax",0,1,1,9,3,9,3045,518,1.450462767,0.24674539,-29,1.25242438,21317,58.7523751,2066.211895,96.927893,-13.90322581,,-13.93548387,,-32.41935484,17.0952381,1,"BOLIVAR",2,1.09861228866811,1.09861228866811,0,"01",Jan 2021,"Jan",21,"Jan21",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","BOLIVAR","SIERRA","2021","February","February-2021",14,2,0,2,0,0.24,12.18,94,1.569362541,0.016978813,"provax",0,"provax",0,1,1,13,0,1,3841,796,1.829631359,0.379168592,-21,1.01140343,21540,46.95466249,1809.540759,84.00839178,-10.5,,-3.428571429,,-33.96428571,13,1,"BOLIVAR",2,1.09861228866811,0,0,"01",Feb 2021,"Feb",21,"Feb21",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","BOLIVAR","SIERRA","2021","March","March-2021",15,3,0,7,2,2.81,1.83,149,40.79548045,0.377021964,"provax",0,"provax",0,1,1,9,0,8,4980,1139,2.372185412,0.542554053,-7,1.2182382,21722,56.08315072,2227.897899,102.5641239,-9.161290323,,-5.290322581,,-33.32258065,12.43478261,1,"BOLIVAR",2,2.07944154167984,1.09861228866811,0,"01",Mar 2021,"Mar",21,"Mar21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","BOLIVAR","SIERRA","2021","April","April-2021",16,4,0,4,2,8.3,70.39,146,51.83580208,0.550483126,"provax",0,"provax",0,1,1,11,1,4,5912,932,2.816136577,0.443951165,56,1.1743907,21979,53.43239911,1863.382143,84.78011479,-12.27586207,,-6.266666667,,-33.06666667,13.86363636,1,"BOLIVAR",2,1.6094379124341,1.09861228866811,0,"01",Apr 2021,"Apr",21,"Apr21",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","BOLIVAR","SIERRA","2021","May","May-2021",17,5,0,2,1,16.06,54.17,111,21.58340507,0.241380306,"provax",0,"provax",0,1,1,12,0,7,6477,565,3.085270062,0.269133485,-24,0.96118504,22026,43.63865613,1959.469776,88.96167148,8.153846154,,8.096774194,,-27.29032258,11,1,"BOLIVAR",2,1.09861228866811,0.693147180559945,0,"01",May 2021,"May",21,"May21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","BOLIVAR","SIERRA","2021","June","June-2021",18,6,0,4,1,24.68,0.03,76,-22.21427095,-0.226181702,"provax",0,"provax",0,1,1,13,1,11,6717,240,3.199592251,0.114322189,-8,0.95425336,22342,42.7111879,3862.223907,172.8683156,20,,15.2,,-30.1,8.318181818,1,"BOLIVAR",2,1.6094379124341,0.693147180559945,0,"01",Jun 2021,"Jun",21,"Jun21",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","BOLIVAR","SIERRA","2021","July","July-2021",19,7,0,5,1,56.87,0.03,84,-7.126643152,-0.078205922,"provax",0,"provax",0,1,1,20,0,7,6861,144,3.268185564,0.068593313,41,0.88283097,22491,39.25263305,2096.392158,93.21026891,31.76923077,,29.41935484,,-25.35483871,5.545454545,1,"BOLIVAR",2,1.79175946922805,0.693147180559945,0,"01",Jul 2021,"Jul",21,"Jul21",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","BOLIVAR","SIERRA","2021","August","August-2021",20,8,0,2,0,58.73,0.03,87,-1.809369818,-0.020373636,"provax",0,"provax",0,1,1,12,1,6,6998,137,3.33344448,0.065258916,-49,0.8399627,22810,36.82431828,2219.601477,97.30826291,45.75,,39.06451613,,-24.74193548,4.954545455,1,"BOLIVAR",2,1.09861228866811,0,0,"01",Aug 2021,"Aug",21,"Aug21",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
