province,region,year,month,month_number,post,buss,vax_leastone,vax_complete,deaths,antivax,robbery,v_deaths,transit_acc,positive_cases,job_change,taxes,taxpayers,tax_pc,sales,sales_pc_k,mobility_retail,interaction_did
PICHINCHA,SIERRA,2020,November,11,0,444,0,0,1347,0,1272,17,315,19065,-1050,485.360309,508091,955.26,"83,067.53",163.49,-30.8,0
PICHINCHA,SIERRA,2020,December,12,0,366,0,0,1533,0,1237,15,370,10634,3664,563.8489226,510605,"1,104.28","115,862.28",226.91,-23.64516129,0
SANTA ELENA,COSTA,2020,January,1,0,9,0,0,117,0,111,3,50,0,-199,2.96288181,24928,118.86,"7,586.15",304.32,,0
SANTA ELENA,COSTA,2020,February,2,0,3,0,0,117,0,121,2,46,0,-36,2.79645897,25048,111.64,"6,971.78",278.34,28.4,0
SANTA ELENA,COSTA,2020,March,3,0,4,0,0,179,0,62,2,20,0,-121,2.1038359,25110,83.78,"6,064.08",241.5,-36.29032258,0
SANTA ELENA,COSTA,2020,April,4,0,1,0,0,1189,0,23,2,6,17,45,2.11319751,25076,84.27,"3,023.38",120.57,-79.83333333,0
SANTA ELENA,COSTA,2020,May,5,0,0,0,0,401,0,50,1,21,345,73,1.42721518,25332,56.34,"5,146.06",203.14,-66.48387097,0
SANTA ELENA,COSTA,2020,June,6,0,7,0,0,148,0,57,0,43,409,63,1.82708257,25605,71.36,"7,876.21",307.6,-40.8,0
SANTA ELENA,COSTA,2020,July,7,0,8,0,0,120,0,72,0,31,153,-21,2.07034938,25742,80.43,"6,950.25",270,-30.09677419,0
SANTA ELENA,COSTA,2020,August,8,0,10,0,0,164,0,79,0,16,224,50,2.56115545,25863,99.03,"6,265.73",242.27,-27.625,0
SANTA ELENA,COSTA,2020,September,9,0,23,0,0,107,0,66,1,27,149,29,2.10080131,26209,80.16,"6,830.34",260.61,-20.2,0
SANTA ELENA,COSTA,2020,October,10,0,12,0,0,141,0,72,1,37,187,-85,2.12196528,26461,80.19,"7,099.74",268.31,-13.29032258,0
SANTA ELENA,COSTA,2020,November,11,0,10,0,0,189,0,74,1,45,236,-51,2.32487066,26727,86.99,"7,048.44",263.72,-15.4,0
SANTA ELENA,COSTA,2020,December,12,0,8,0,0,166,0,71,2,35,420,138,2.11878904,26896,78.78,"14,818.23",550.95,-7.516129032,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2020,January,1,0,15,0,0,206,1,181,2,107,0,-94,7.32169221,58589,124.97,"7,184.42",122.62,,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2020,February,2,0,19,0,0,203,1,176,5,110,0,-151,5.50411217,58850,93.53,"9,228.54",156.81,6.066666667,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2020,March,3,0,5,0,0,191,1,93,1,72,0,-147,5.63720232,59040,95.48,"14,533.00",246.16,-35.32258065,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2020,April,4,0,0,0,0,254,1,47,1,29,18,156,3.93057839,58783,66.87,"10,042.97",170.85,-74.5,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2020,May,5,0,6,0,0,298,1,81,2,49,184,133,4.2230576,59005,71.57,"14,186.90",240.44,-52.87096774,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2020,June,6,0,17,0,0,400,1,125,3,66,841,75,5.4309038,59731,90.92,"16,273.60",272.45,-28.23333333,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2020,July,7,0,25,0,0,438,1,131,4,66,954,-18,6.03662073,60368,100,"6,983.86",115.69,-24.03225806,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2020,August,8,0,16,0,0,323,1,132,3,80,1677,-17,6.27180626,60648,103.41,"6,432.65",106.07,-23.375,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2020,September,9,0,28,0,0,240,1,154,3,95,831,10,6.9742189,61521,113.36,"8,520.79",138.5,-16.1,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2020,October,10,0,16,0,0,218,1,173,4,103,397,12,6.53495221,62142,105.16,"7,864.68",126.56,-10.38709677,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2020,November,11,0,11,0,0,187,1,176,5,120,372,-29,6.09973915,62667,97.34,"8,360.60",133.41,-8.733333333,0
SANTO DOMINGO DE LOS TSACHILAS,SIERRA,2020,December,12,0,15,0,0,237,1,153,3,97,354,266,6.27323697,63047,99.5,"22,176.62",351.75,-3.774193548,0
SUCUMBIOS,ORIENTE,2020,January,1,0,14,0,0,61,1,61,2,5,0,-53,2.14318009,24511,87.44,"4,215.53",171.99,,0
SUCUMBIOS,ORIENTE,2020,February,2,0,7,0,0,52,1,68,3,9,0,-64,1.29080043,24483,52.72,"4,248.98",173.55,1.933333333,0
SUCUMBIOS,ORIENTE,2020,March,3,0,4,0,0,52,1,37,2,1,0,-12,1.3829817,24525,56.39,"3,815.85",155.59,-28.87096774,0
SUCUMBIOS,ORIENTE,2020,April,4,0,0,0,0,58,1,5,6,0,27,2,1.09090461,24449,44.62,"2,288.26",93.59,-65.96666667,0
SUCUMBIOS,ORIENTE,2020,May,5,0,2,0,0,74,1,26,2,1,15,76,1.11514238,24511,45.5,"3,066.21",125.1,-43.58064516,0
SUCUMBIOS,ORIENTE,2020,June,6,0,3,0,0,105,1,29,0,0,68,-16,1.37693102,24715,55.71,"6,201.00",250.9,-20.5,0
SUCUMBIOS,ORIENTE,2020,July,7,0,2,0,0,180,1,48,2,2,303,15,1.35878319,24957,54.44,"3,826.03",153.3,-18.87096774,0
SUCUMBIOS,ORIENTE,2020,August,8,0,4,0,0,108,1,45,4,1,731,-1,1.81223947,25001,72.49,"3,815.93",152.63,-15.3125,0
SUCUMBIOS,ORIENTE,2020,September,9,0,8,0,0,61,1,37,2,4,1113,65,1.50857193,25328,59.56,"2,436.04",96.18,-5.95,0
SUCUMBIOS,ORIENTE,2020,October,10,0,10,0,0,68,1,50,2,2,299,-51,1.56163102,25516,61.2,"4,000.08",156.77,-2.064516129,0
SUCUMBIOS,ORIENTE,2020,November,11,0,8,0,0,63,1,36,6,5,198,35,1.83546919,25749,71.28,"4,274.97",166.02,-1.8,0
SUCUMBIOS,ORIENTE,2020,December,12,0,6,0,0,55,1,24,2,2,139,30,1.70184142,25883,65.75,"10,249.06",395.98,9.516129032,0
TUNGURAHUA,SIERRA,2020,January,1,0,20,0,0,254,0,109,2,101,0,-161,20.50799642,78683,260.64,"19,344.60",245.85,,0
TUNGURAHUA,SIERRA,2020,February,2,0,11,0,0,236,0,129,0,120,0,-123,16.62737491,78976,210.54,"18,219.33",230.69,17.33333333,0
TUNGURAHUA,SIERRA,2020,March,3,0,3,0,0,227,0,68,0,44,0,-211,20.3968322,79189,257.57,"21,430.05",270.62,-39.12903226,0
TUNGURAHUA,SIERRA,2020,April,4,0,1,0,0,289,0,29,1,6,9,141,17.91736964,78990,226.83,"13,568.29",171.77,-73.6,0
TUNGURAHUA,SIERRA,2020,May,5,0,3,0,0,394,0,50,1,41,161,89,10.34049735,79353,130.31,"17,587.58",221.64,-58.09677419,0
TUNGURAHUA,SIERRA,2020,June,6,0,19,0,0,537,0,60,3,48,307,142,10.62033553,80313,132.24,"24,634.39",306.73,-38.9,0
TUNGURAHUA,SIERRA,2020,July,7,0,15,0,0,619,0,109,0,40,545,5,13.13412918,80944,162.26,"14,213.13",175.59,-38.22580645,0
TUNGURAHUA,SIERRA,2020,August,8,0,30,0,0,405,0,103,1,70,1061,230,14.10039576,81162,173.73,"13,489.62",166.21,-31.77419355,0
TUNGURAHUA,SIERRA,2020,September,9,0,32,0,0,304,0,101,0,82,1265,10,19.96892844,82156,243.06,"16,830.32",204.86,-25.03333333,0
TUNGURAHUA,SIERRA,2020,October,10,0,17,0,0,301,0,107,4,72,1360,-144,16.34118744,82520,198.03,"15,877.51",192.41,-21.19354839,0
TUNGURAHUA,SIERRA,2020,November,11,0,18,0,0,259,0,111,6,45,406,-67,18.05717303,83113,217.26,"15,572.85",187.37,-19.93333333,0
TUNGURAHUA,SIERRA,2020,December,12,0,31,0,0,326,0,99,0,86,1559,362,15.56761368,83378,186.71,"36,521.52",438.02,-15.16129032,0
ZAMORA CHINCHIPE,ORIENTE,2020,January,1,0,12,0,0,26,1,13,0,6,0,-94,5.40602641,13944,387.7,"8,506.82",610.07,,0
ZAMORA CHINCHIPE,ORIENTE,2020,February,2,0,13,0,0,26,1,11,0,9,0,-31,3.73647977,13906,268.7,"5,401.24",388.41,11,0
ZAMORA CHINCHIPE,ORIENTE,2020,March,3,0,8,0,0,23,1,8,1,2,0,-13,6.93059131,13955,496.64,"7,273.16",521.19,-45.2,0
ZAMORA CHINCHIPE,ORIENTE,2020,April,4,0,0,0,0,26,1,1,0,2,2,-10,4.57308554,13925,328.41,"2,228.69",160.05,-70.08333333,0
ZAMORA CHINCHIPE,ORIENTE,2020,May,5,0,3,0,0,29,1,5,0,5,42,44,2.60021191,13953,186.36,"1,109.55",79.52,-63.03846154,0
ZAMORA CHINCHIPE,ORIENTE,2020,June,6,0,19,0,0,49,1,6,0,4,142,1,3.60489802,14004,257.42,"3,239.73",231.34,-52.82352941,0
ZAMORA CHINCHIPE,ORIENTE,2020,July,7,0,19,0,0,45,1,5,0,4,350,14,3.0701079,14180,216.51,"3,846.32",271.25,-46.07142857,0
ZAMORA CHINCHIPE,ORIENTE,2020,August,8,0,13,0,0,58,1,10,0,7,409,24,3.82492258,14222,268.94,"9,856.26",693.03,-44.125,0
ZAMORA CHINCHIPE,ORIENTE,2020,September,9,0,12,0,0,27,1,10,0,6,287,-9,12.16456505,14378,846.05,"14,262.19",991.95,-25,0
ZAMORA CHINCHIPE,ORIENTE,2020,October,10,0,9,0,0,19,1,4,0,8,257,5,5.1081701,14503,352.21,"12,814.89",883.6,-25,0
ZAMORA CHINCHIPE,ORIENTE,2020,November,11,0,18,0,0,31,1,8,0,9,88,-30,7.29875853,14614,499.44,"10,939.43",748.56,-26.8,0
ZAMORA CHINCHIPE,ORIENTE,2020,December,12,0,11,0,0,18,1,12,0,8,33,114,5.5163308,14664,376.18,"12,670.62",864.06,-27.6,0
AZUAY,SIERRA,2021,January,1,0,61,0.0008,0,509,0,178,3,53,1285,-326,68.37070578,106467,642.18,"26,203.18",246.12,-23.70967742,0
AZUAY,SIERRA,2021,February,2,0,68,0.0075,0.0007,479,0,153,37,56,1668,354,52.32104772,107528,486.58,"25,350.26",235.76,-18.60714286,0
AZUAY,SIERRA,2021,March,3,0,85,0.0351,0.0063,527,0,188,1,60,2441,145,65.25980412,108103,603.68,"30,296.92",280.26,-11.83870968,0
AZUAY,SIERRA,2021,April,4,0,61,0.1129,0.0235,600,0,153,3,57,1369,-204,70.08070918,109356,640.85,"30,093.19",275.19,-16.6,0
AZUAY,SIERRA,2021,May,5,0,102,0.1633,0.0682,599,0,173,1,70,1512,402,52.7777742,109515,481.92,"26,136.17",238.65,-15.93548387,0
AZUAY,SIERRA,2021,June,6,0,76,0.2437,0.1178,483,0,177,3,57,2214,439,55.67789733,110650,503.19,"32,289.07",291.81,6.233333333,0
AZUAY,SIERRA,2021,July,7,0,82,0.6227,0.1953,480,0,194,1,75,1995,205,59.30466378,111755,530.67,"28,219.35",252.51,13.83870968,0
AZUAY,SIERRA,2021,August,8,0,53,0.6588,0.5508,396,0,189,0,61,1864,449,57.23090102,113061,506.19,"30,930.83",273.58,17.93548387,0
AZUAY,SIERRA,2021,September,9,1,103,0.6634,0.5949,325,0,170,3,74,1630,-200,64.16702262,123359,520.16,"36,469.58",295.64,20.63333333,0
AZUAY,SIERRA,2021,October,10,1,81,0.7143,0.6199,362,0,193,2,104,1303,-377,61.40712667,114728,535.24,"31,637.75",275.76,27.25806452,0
AZUAY,SIERRA,2021,November,11,1,64,0.8082,0.6943,294,0,223,3,71,623,-363,59.83013749,114480,522.63,"33,736.55",294.69,30,0
AZUAY,SIERRA,2021,December,12,1,97,0.8221,0.7667,348,0,208,2,98,429,2530,63.95644831,114415,558.99,"56,990.65",498.1,36.4516129,0
BOLIVAR,SIERRA,2021,January,1,0,2,0.0005,0,110,0,9,3,9,278,-29,1.25242438,21317,58.75,"2,066.21",96.93,-13.90322581,0
BOLIVAR,SIERRA,2021,February,2,0,2,0.0024,0.0003,94,0,13,0,1,145,-21,1.01140343,21540,46.95,"1,809.54",84.01,-10.5,0
BOLIVAR,SIERRA,2021,March,3,0,7,0.0281,0.0042,149,0,9,0,8,518,-7,1.2182382,21722,56.08,"2,227.90",102.56,-9.161290323,0
BOLIVAR,SIERRA,2021,April,4,0,4,0.083,0.0183,146,0,11,1,4,796,56,1.1743907,21979,53.43,"1,863.38",84.78,-12.27586207,0
BOLIVAR,SIERRA,2021,May,5,0,2,0.1606,0.0558,111,0,12,0,7,1139,-24,0.96118504,22026,43.64,"1,959.47",88.96,8.153846154,0
BOLIVAR,SIERRA,2021,June,6,0,4,0.2468,0.1218,76,0,13,1,11,932,-8,0.95425336,22342,42.71,"3,862.22",172.87,20,0
BOLIVAR,SIERRA,2021,July,7,0,5,0.5687,0.1786,84,0,20,0,7,565,41,0.88283097,22491,39.25,"2,096.39",93.21,31.76923077,0
BOLIVAR,SIERRA,2021,August,8,0,2,0.5873,0.4962,87,0,12,1,6,240,-49,0.8399627,22810,36.82,"2,219.60",97.31,45.75,0
BOLIVAR,SIERRA,2021,September,9,1,4,0.6521,0.5308,79,0,14,0,11,144,5,1.0240576,26926,38.03,"2,485.91",92.32,48.33333333,0
BOLIVAR,SIERRA,2021,October,10,1,5,0.7134,0.5417,72,0,11,0,3,137,1,1.05372188,23197,45.42,"2,467.65",106.38,47.28571429,0
BOLIVAR,SIERRA,2021,November,11,1,3,0.8026,0.6051,70,0,20,0,4,61,12,0.99423942,23268,42.73,"2,334.10",100.31,50.16666667,0
BOLIVAR,SIERRA,2021,December,12,1,3,0.8472,0.7039,75,0,17,1,9,102,175,1.03594741,23044,44.96,"5,102.83",221.44,56.4,0
CAÑAR,SIERRA,2021,January,1,0,4,0.0005,0,139,0,44,2,8,247,18,3.62727002,27685,131.02,"5,125.41",185.13,-10.83870968,0
CAÑAR,SIERRA,2021,February,2,0,7,0.0046,0.0003,132,0,40,3,0,340,-29,2.89460518,27964,103.51,"4,208.12",150.48,-7.964285714,0
CAÑAR,SIERRA,2021,March,3,0,8,0.0362,0.0036,170,0,37,7,2,1445,-17,3.45512666,28144,122.77,"5,445.80",193.5,-2.225806452,0
CAÑAR,SIERRA,2021,April,4,0,3,0.1385,0.0188,154,0,35,2,1,640,4,4.16104907,28435,146.34,"4,926.69",173.26,-3.3,0
CAÑAR,SIERRA,2021,May,5,0,7,0.1816,0.0701,156,0,61,3,5,403,66,2.42021855,28562,84.74,"5,199.87",182.06,7.225806452,0
CAÑAR,SIERRA,2021,June,6,0,14,0.2535,0.1005,114,0,56,1,7,779,36,2.78643497,28841,96.61,"8,737.66",302.96,21.83333333,0
CAÑAR,SIERRA,2021,July,7,0,3,0.7651,0.1737,135,0,51,0,5,1037,88,2.89780635,29090,99.62,"5,701.64",196,33.22580645,0
CAÑAR,SIERRA,2021,August,8,0,10,0.8221,0.5773,111,0,46,5,3,609,-85,2.62540124,29407,89.28,"5,645.64",191.98,48.64516129,0
CAÑAR,SIERRA,2021,September,9,1,9,0.824,0.6578,98,0,45,11,6,828,62,3.08400655,32787,94.06,"5,568.04",169.82,49.4,0
CAÑAR,SIERRA,2021,October,10,1,7,0.9023,0.6839,92,0,56,3,8,405,18,3.02951365,29854,101.48,"6,024.33",201.79,58.25806452,0
CAÑAR,SIERRA,2021,November,11,1,7,0.955,0.7307,78,0,77,2,4,75,-162,3.3710577,29201,115.44,"6,377.24",218.39,67.4,0
CAÑAR,SIERRA,2021,December,12,1,10,0.9718,0.8386,92,0,59,2,7,81,549,3.01860353,29147,103.56,"14,112.31",484.18,67.51612903,0
CARCHI,SIERRA,2021,January,1,0,1,0.0005,0,151,1,12,0,4,328,3,2.13941042,20229,105.76,"3,127.32",154.6,-12.83870968,0
CARCHI,SIERRA,2021,February,2,0,3,0.0032,0.0002,74,1,19,1,4,367,14,1.6742181,20456,81.84,"3,225.11",157.66,-5.642857143,0
CARCHI,SIERRA,2021,March,3,0,5,0.0285,0.0031,96,1,22,1,8,698,6,2.02866984,20618,98.39,"3,646.64",176.87,0.806451613,0
CARCHI,SIERRA,2021,April,4,0,5,0.0713,0.0141,105,1,11,0,8,409,-3,2.09767681,20880,100.46,"3,409.86",163.31,2,0
CARCHI,SIERRA,2021,May,5,0,3,0.1108,0.0412,113,1,10,0,12,561,-10,1.60335551,20936,76.58,"3,385.16",161.69,0.741935484,0
CARCHI,SIERRA,2021,June,6,0,7,0.1652,0.0805,104,1,19,0,4,687,46,1.49898091,21189,70.74,"5,883.72",277.68,24.6,0
CARCHI,SIERRA,2021,July,7,0,2,0.4671,0.1327,99,1,16,0,3,442,-30,1.64674651,21275,77.4,"3,783.06",177.82,37.74193548,0
CARCHI,SIERRA,2021,August,8,0,3,0.5011,0.3985,78,1,17,2,3,349,61,1.69854317,21539,78.86,"3,575.14",165.98,47.41935484,0
CARCHI,SIERRA,2021,September,9,1,2,0.5402,0.4446,67,1,17,1,7,342,9,1.78473445,24835,71.86,"2,187.98",88.1,49.5,1
CARCHI,SIERRA,2021,October,10,1,4,0.6229,0.4841,70,1,21,0,6,170,17,1.9250166,21775,88.4,"3,842.30",176.45,56,1
CARCHI,SIERRA,2021,November,11,1,4,0.6842,0.5796,56,1,21,0,8,106,-33,1.82217003,21489,84.8,"4,401.17",204.81,62.24137931,1
CARCHI,SIERRA,2021,December,12,1,1,0.7097,0.6312,56,1,32,1,6,72,262,2.0868256,21332,97.83,"9,215.60",432.01,78.52173913,1
CHIMBORAZO,SIERRA,2021,January,1,0,16,0.0005,0,320,1,92,1,41,335,-16,7.02719611,56851,123.61,"7,823.49",137.61,-27.09677419,0
CHIMBORAZO,SIERRA,2021,February,2,0,9,0.0029,0.0003,266,1,76,4,44,408,33,5.43707594,57532,94.51,"8,872.70",154.22,-20.64285714,0
CHIMBORAZO,SIERRA,2021,March,3,0,22,0.0296,0.0014,336,1,103,0,49,1040,-75,8.19809066,57933,141.51,"10,349.18",178.64,-17.03225806,0
CHIMBORAZO,SIERRA,2021,April,4,0,12,0.1057,0.0166,379,1,90,2,38,704,80,6.91801318,58662,117.93,"8,891.38",151.57,-12.33333333,0
CHIMBORAZO,SIERRA,2021,May,5,0,14,0.1425,0.0506,369,1,122,1,41,923,115,6.31288397,58898,107.18,"10,568.41",179.44,-2.193548387,0
CHIMBORAZO,SIERRA,2021,June,6,0,25,0.2153,0.0936,283,1,120,0,56,1031,-53,5.33927288,59694,89.44,"14,046.98",235.32,5.433333333,0
CHIMBORAZO,SIERRA,2021,July,7,0,18,0.5602,0.1498,277,1,107,2,35,892,89,5.93904348,60230,98.61,"10,543.87",175.06,13.90322581,0
CHIMBORAZO,SIERRA,2021,August,8,0,27,0.6251,0.4455,229,1,126,1,37,631,158,6.6079714,60932,108.45,"10,611.60",174.15,21.35483871,0
CHIMBORAZO,SIERRA,2021,September,9,1,22,0.6247,0.516,183,1,120,1,46,413,-146,5.37577192,69239,77.64,"10,963.01",158.34,24.16666667,1
CHIMBORAZO,SIERRA,2021,October,10,1,29,0.6955,0.536,193,1,112,0,78,240,-12,5.98773854,61875,96.77,"10,436.68",168.67,26.64516129,1
CHIMBORAZO,SIERRA,2021,November,11,1,24,0.7599,0.591,182,1,91,2,89,51,-40,6.0694071,62053,97.81,"11,163.41",179.9,29.46666667,1
CHIMBORAZO,SIERRA,2021,December,12,1,9,0.7813,0.6809,209,1,100,1,68,64,787,6.60434263,61727,106.99,"22,311.87",361.46,40.32258065,1
COTOPAXI,SIERRA,2021,January,1,0,15,0,0,280,1,64,1,14,537,-298,12.16580445,48671,249.96,"12,017.00",246.9,-13.09677419,0
COTOPAXI,SIERRA,2021,February,2,0,16,0.0031,0.0002,273,1,48,8,6,562,207,9.85911309,49155,200.57,"9,291.54",189.03,-7.714285714,0
COTOPAXI,SIERRA,2021,March,3,0,18,0.0132,0.0038,265,1,55,2,6,1507,-83,10.99278428,49577,221.73,"9,129.78",184.15,-1.451612903,0
COTOPAXI,SIERRA,2021,April,4,0,14,0.0721,0.0084,311,1,46,3,6,965,8,15.61281302,50116,311.53,"12,513.65",249.69,-2.4,0
COTOPAXI,SIERRA,2021,May,5,0,16,0.1169,0.0382,319,1,36,3,7,882,175,10.12620611,50316,201.25,"13,188.55",262.11,1.193548387,0
COTOPAXI,SIERRA,2021,June,6,0,35,0.1832,0.0873,236,1,56,1,8,1232,-68,9.28091587,50987,182.03,"25,269.23",495.6,25.43333333,0
COTOPAXI,SIERRA,2021,July,7,0,26,0.5805,0.1376,213,1,58,18,11,845,458,12.83804315,51416,249.69,"13,399.00",260.6,36.87096774,0
COTOPAXI,SIERRA,2021,August,8,0,20,0.6256,0.5012,180,1,47,0,8,404,-213,10.72773521,52078,205.99,"13,233.78",254.11,46.61290323,0
COTOPAXI,SIERRA,2021,September,9,1,12,0.6674,0.5687,155,1,58,3,7,352,-58,8.81719509,57586,153.11,"13,870.05",240.86,47.4,1
COTOPAXI,SIERRA,2021,October,10,1,12,0.7579,0.5839,144,1,36,2,5,193,108,11.34906794,53099,213.73,"13,144.97",247.56,51.87096774,1
COTOPAXI,SIERRA,2021,November,11,1,14,0.8276,0.654,156,1,36,2,13,95,-98,12.8428189,52854,242.99,"13,667.93",258.6,60.2,1
COTOPAXI,SIERRA,2021,December,12,1,9,0.8485,0.7524,145,1,93,4,13,77,1350,12.91938157,52769,244.83,"27,592.75",522.9,71.19354839,1
EL ORO,COSTA,2021,January,1,0,27,0.0001,0,444,0,225,12,79,915,-125,20.72129433,81402,254.56,"26,425.77",324.63,-19.09677419,0
EL ORO,COSTA,2021,February,2,0,45,0.0025,0.0003,466,0,198,14,63,956,186,16.32724008,82054,198.98,"31,748.18",386.92,-12.96428571,0
EL ORO,COSTA,2021,March,3,0,38,0.0264,0.0039,498,0,218,10,55,2174,-222,23.64444306,82609,286.22,"34,980.22",423.44,-4.129032258,0
EL ORO,COSTA,2021,April,4,0,42,0.0824,0.0156,711,0,189,12,54,2128,162,25.0391408,83482,299.93,"36,025.32",431.53,-11.16666667,0
EL ORO,COSTA,2021,May,5,0,41,0.1214,0.0395,537,0,187,13,69,2361,200,18.06061617,83670,215.86,"36,672.60",438.3,-5.838709677,0
EL ORO,COSTA,2021,June,6,0,43,0.1842,0.0798,380,0,175,11,66,3134,-173,18.12206366,84961,213.3,"45,327.05",533.5,18.93333333,0
EL ORO,COSTA,2021,July,7,0,44,0.6584,0.1432,332,0,240,7,66,2413,278,18.19372385,85634,212.46,"36,412.09",425.21,17.74193548,0
EL ORO,COSTA,2021,August,8,0,57,0.6959,0.5591,344,0,226,18,68,1061,-97,19.46031975,86524,224.91,"35,524.63",410.58,29.12903226,0
EL ORO,COSTA,2021,September,9,1,58,0.7114,0.6214,314,0,248,11,67,1042,-72,20.46622201,98450,207.88,"39,016.90",396.31,40.8,0
EL ORO,COSTA,2021,October,10,1,66,0.7949,0.638,264,0,266,12,68,871,-15,20.91439652,88043,237.55,"29,633.73",336.58,48.58064516,0
EL ORO,COSTA,2021,November,11,1,47,0.8375,0.7182,275,0,267,11,50,221,-463,19.31073907,88480,218.25,"39,474.42",446.14,48.93333333,0
EL ORO,COSTA,2021,December,12,1,46,0.8607,0.7738,356,0,267,15,78,184,1614,20.66030476,88197,234.25,"49,082.40",556.51,61.61290323,0
ESMERALDAS,COSTA,2021,January,1,0,8,0.0004,0,176,0,115,9,17,619,-161,5.78747426,52513,110.21,"10,143.08",193.15,-15.06451613,0
ESMERALDAS,COSTA,2021,February,2,0,9,0.003,0.0002,195,0,149,7,15,199,78,3.83383432,53374,71.83,"6,474.70",121.31,-8.607142857,0
ESMERALDAS,COSTA,2021,March,3,0,12,0.0145,0.0024,298,0,176,7,21,409,12,4.44896494,53934,82.49,"6,223.07",115.38,-7.612903226,0
ESMERALDAS,COSTA,2021,April,4,0,8,0.0643,0.0093,280,0,136,14,13,624,56,4.7779696,54782,87.22,"10,552.00",192.62,-15.4,0
ESMERALDAS,COSTA,2021,May,5,0,18,0.094,0.0316,244,0,125,11,10,943,123,4.01163256,55237,72.63,"12,726.46",230.4,-10.5483871,0
ESMERALDAS,COSTA,2021,June,6,0,12,0.1592,0.0492,192,0,133,13,14,772,-146,4.1233063,56170,73.41,"19,011.83",338.47,14.6,0
ESMERALDAS,COSTA,2021,July,7,0,18,0.5208,0.0939,184,0,154,13,23,519,159,4.28553367,56933,75.27,"14,681.31",257.87,32.80645161,0
ESMERALDAS,COSTA,2021,August,8,0,14,0.5623,0.4383,170,0,129,10,29,481,-83,4.28786606,58310,73.54,"13,626.59",233.69,57.16129032,0
ESMERALDAS,COSTA,2021,September,9,1,18,0.5877,0.4936,173,0,147,14,16,588,428,4.96854393,74431,66.75,"14,149.73",190.11,43.56666667,0
ESMERALDAS,COSTA,2021,October,10,1,12,0.6764,0.5093,154,0,142,11,21,322,-301,5.18952619,60390,85.93,"11,337.08",187.73,49.80645161,0
ESMERALDAS,COSTA,2021,November,11,1,14,0.7544,0.5908,157,0,160,20,27,152,-159,5.51030065,59155,93.15,"11,343.64",191.76,48.13333333,0
ESMERALDAS,COSTA,2021,December,12,1,21,0.7832,0.6678,163,0,231,22,25,48,634,5.17508566,58710,88.15,"19,492.88",332.02,58.96774194,0
GALAPAGOS,GALÁPAGOS,2021,January,1,0,9,0,0,12,0,2,0,0,401,-37,1.79405216,7085,253.22,821.95,116.01,,0
GALAPAGOS,GALÁPAGOS,2021,February,2,0,4,0.0197,0.0064,6,0,3,0,0,290,32,0.8512231,7117,119.6,953.51,133.98,,0
GALAPAGOS,GALÁPAGOS,2021,March,3,0,6,0.2881,0.0096,12,0,1,0,0,329,-5,1.1813674,7164,164.9,992.48,138.54,,0
GALAPAGOS,GALÁPAGOS,2021,April,4,0,12,0.4807,0.1554,9,0,2,0,0,62,30,1.16812169,7217,161.86,"1,204.85",166.95,,0
GALAPAGOS,GALÁPAGOS,2021,May,5,0,8,0.8416,0.5696,6,0,3,0,0,37,15,1.25060865,7258,172.31,"1,731.74",238.6,,0
GALAPAGOS,GALÁPAGOS,2021,June,6,0,5,0.8764,0.6521,4,0,2,0,0,41,20,1.23063543,7296,168.67,"2,869.69",393.32,,0
GALAPAGOS,GALÁPAGOS,2021,July,7,0,8,0.9659,0.6854,4,0,0,0,0,54,-7,1.55680863,7332,212.33,"2,338.60",318.96,,0
GALAPAGOS,GALÁPAGOS,2021,August,8,0,7,0.9667,0.7752,7,0,2,0,0,25,1,1.42445471,7425,191.85,"2,912.89",392.31,,0
GALAPAGOS,GALÁPAGOS,2021,September,9,1,8,0.8075,0.7741,5,0,4,0,0,7,56,1.53800389,8038,191.34,"2,013.91",250.55,,0
GALAPAGOS,GALÁPAGOS,2021,October,10,1,7,0.8819,0.7807,2,0,0,0,1,11,55,1.24511152,7509,165.82,"2,552.33",339.9,,0
GALAPAGOS,GALÁPAGOS,2021,November,11,1,12,0.8935,0.8489,1,0,1,0,0,8,-13,2.05418364,7442,276.03,"2,816.71",378.49,,0
GALAPAGOS,GALÁPAGOS,2021,December,12,1,14,0.9026,0.8634,4,0,1,0,0,9,7,1.80108478,7437,242.18,"7,558.30","1,016.31",,0
GUAYAS,COSTA,2021,January,1,0,365,0.0003,0,2668,0,1666,54,636,2210,-695,431.5888284,424400,"1,016.94","144,968.24",341.58,-26.87096774,0
GUAYAS,COSTA,2021,February,2,0,345,0.0041,0.0003,2467,0,1701,91,585,2981,1336,309.1079695,428115,722.02,"134,257.38",313.6,-20.10714286,0
