"","province","region","year","month","monthyear","time_cont","month_number","post","buss","non_sas","vax_leastone","vax_complete","deaths","excessd","excessd_rate","antivax","antivax_dic","treat","treat1","treat2","treat3","robbery","v_deaths","transit_acc","total_cases","new_cases","case_rate","new_case_rate","job_change","taxes","taxpayers","txp_change","tax_pc","sales","sales_pc_k","sales_change","sales_change_pc_k","m_retail","m_grocery","m_parks","m_transit","m_workplace","m_residential","rating","lbuss","lnsas","lsales","ltxp","lsalesc","treat_dic","post_dic","did"
"1","AZUAY","SIERRA",2020,"January","1",1,1,"pre",54,54,0,0,364,27.06591132,0.080329988,"provax",0,"provax",0,0,0,277,1,90,NA,NA,NA,NA,-401,64.61749788,99423,1440,649.9250463,30563.01545,307.4038749,-22511958608,-226.43,NA,NA,NA,NA,NA,NA,0,4.00733318523247,4.00733318523247,5.72816243642518,7.27239839257005,NA,0,0,0
"2","AZUAY","SIERRA",2020,"February","2",2,2,"pre",43,43,0,0,328,9.980734557,0.031384056,"provax",0,"provax",0,0,0,228,7,100,NA,NA,NA,NA,-193,47.88608714,100863,219,474.763661,25127.02363,249.1203279,-5435991824,-53.89,NA,NA,NA,NA,NA,NA,0,3.78418963391826,3.78418963391826,5.51793602431796,5.3890717298165,NA,0,0,0
"3","AZUAY","SIERRA",2020,"March","3",3,3,"pre",19,19,0,0,360,46.76463927,0.14929553,"provax",0,"provax",0,0,0,94,2,69,78,78,0.008849618,0.008849618,-346,52.40245245,101082,253,518.4152713,26668.95097,263.834817,1541927338,15.25,-40.25806452,-33.19354839,-42.29032258,-37.29032258,-41.64516129,20.09677419,0,2.99573227355399,2.99573227355399,5.57532321413683,5.53338948872752,2.72457950305342,0,0,0
"4","AZUAY","SIERRA",2020,"April","4",4,4,"pre",0,0,0,0,366,41.43046503,0.127647424,"provax",0,"provax",0,0,0,17,2,22,460,382,0.052190053,0.043340436,292,46.07981956,101335,-206,454.7275824,32360.94187,319.3461476,5691990900,56.17,-78.8,-70.56666667,-78.66666667,-84.36666667,-75.43333333,37.43333333,0,0,0,5.76627561668135,NA,4.02838280654434,0,0,0
"5","AZUAY","SIERRA",2020,"May","5",5,5,"pre",10,8,0,0,379,40.47594404,0.119565931,"provax",0,"provax",0,0,0,88,4,46,869,409,0.098593818,0.046403765,466,32.14321891,101129,347,317.8437334,25031.95661,247.5250088,-7328985253,-72.47,-62.25806452,-55.06451613,-64.12903226,-72.19354839,-54.90322581,30.19354839,0,2.39789527279837,2.19722457733622,5.51151162256054,5.84932477994686,NA,0,0,0
"6","AZUAY","SIERRA",2020,"June","6",6,6,"pre",58,33,0,0,384,71.82811606,0.230091561,"provax",0,"provax",0,0,0,144,1,49,1762,893,0.199910596,0.101316778,224,38.10864198,101476,794,375.5433992,29295.76942,288.6965334,4263812807,42.02,-39.1,-31.63333333,-43.76666667,-55.03333333,-35.23333333,21.7,0,4.07753744390572,3.52636052461616,5.66537607897643,6.67708346124714,3.73814569541685,0,0,0
"7","AZUAY","SIERRA",2020,"July","7",7,7,"pre",90,29,0,0,488,142.2144502,0.411279333,"provax",0,"provax",0,0,0,145,1,59,3326,1564,0.377356778,0.177446182,-35,38.57373692,102270,819,377.1754857,25882.93991,253.0843836,-3412829512,-33.37,-32.87096774,-19.93548387,-38.5483871,-49.03225806,-32,19.48387097,0,4.51085950651685,3.40119738166216,5.53372296513389,6.70808408385307,NA,0,0,0
"8","AZUAY","SIERRA",2020,"August","8",8,8,"pre",71,35,0,0,644,303.9747729,0.893977119,"provax",0,"provax",0,0,0,133,4,59,5454,2128,0.618792504,0.241435726,383,44.48268008,103089,318,431.4978327,25324.25334,245.6542729,-558686567,-5.42,-30.67741935,-18.03225806,-33.96774194,-43.5,-30.35483871,17.16129032,0,4.27666611901606,3.58351893845611,5.5039251527235,5.76205138278018,NA,0,0,0
"9","AZUAY","SIERRA",2020,"September","9",9,9,"pre",84,26,0,0,542,207.1266703,0.618522444,"provax",0,"provax",0,0,0,154,1,56,8981,3527,1.018954066,0.400161562,71,53.75256457,103407,1062,519.8155306,27854.24295,269.3651585,2529989603,24.47,-27.53333333,-11.23333333,-29.73333333,-38.45454545,-27.86666667,15.16666667,0,4.44265125649032,3.29583686600433,5.59606792561984,6.96790920180188,3.19744787745458,0,0,0
"10","AZUAY","SIERRA",2020,"October","10",10,10,"pre",85,34,0,0,486,182.1278502,0.599356836,"provax",0,"provax",0,0,0,192,3,71,10604,1623,1.203094189,0.184140123,-172,48.64301093,104469,723,465.6214851,25641.2028,245.4431727,-2213040141,-21.18,-24.35483871,-5.419354839,-28,-30.70967742,-25.03225806,13.35483871,0,4.45434729625351,3.55534806148941,5.50306544467618,6.58340922215876,NA,0,0,0
"11","AZUAY","SIERRA",2020,"November","11",11,11,"pre",77,41,0,0,430,121.9365102,0.395816169,"provax",0,"provax",0,0,0,174,4,82,11889,1285,1.348885969,0.14579178,-353,51.90960508,105192,717,493.4748372,28742.4544,273.2380257,3101251595,29.48,-21,-2.666666667,-29.63333333,-35.66666667,-22.73333333,12.63333333,0,4.35670882668959,3.73766961828337,5.61034330432151,6.57507584059962,3.38371206732114,0,0,0
"12","AZUAY","SIERRA",2020,"December","12",12,12,"pre",73,27,0,0,422,100.3146552,0.311840924,"provax",0,"provax",0,0,0,186,3,85,13557,1668,1.538131641,0.189245672,689,51.43269146,105909,558,485.63098,47809.93159,451.4246342,19067477189,180.04,-16.93548387,10.90322581,-23.74193548,-34.32258065,-21.41935484,19.03738318,0,4.30406509320417,3.3322045101752,6.11240843577875,6.32435896238131,5.19317904842473,0,0,0
"13","AZUAY","SIERRA",2021,"January","13",13,1,"pre",61,16,0.08,19.53,509,172.0659113,0.51068122,"provax",0,"provax",0,0,0,277,1,90,15998,2441,1.815079295,0.276947653,-401,64.61749788,99423,1061,649.9250463,30563.01545,307.4038749,-21606746713,-217.32,-23.70967742,-5.903225806,-31.35483871,-31.93548387,-24.19354839,11.77419355,0,4.12713438504509,2.83321334405622,5.72816243642518,6.96696713861398,NA,0,0,0
"14","AZUAY","SIERRA",2021,"February","14",14,2,"pre",68,19,0.75,6.82,479,171.9469161,0.559990846,"provax",0,"provax",0,0,0,228,7,100,17367,1369,1.970401432,0.155322137,-193,47.88608714,100863,575,474.763661,25127.02363,249.1203279,-852919888,-8.46,-18.60714286,0.928571429,-25.60714286,-22.57142857,-25.67857143,8.107142857,0,4.23410650459726,2.99573227355399,5.51793602431796,6.35437004079735,NA,0,0,0
"15","AZUAY","SIERRA",2021,"March","15",15,3,"pre",85,22,3.51,0.63,527,213.7646393,0.682440957,"provax",0,"provax",0,0,0,94,2,69,18879,1512,2.141947869,0.171546437,-346,52.40245245,101082,1253,518.4152713,26668.95097,263.834817,4946659181,48.94,-11.83870968,10.22580645,-21.35483871,-12.70967742,-20.03225806,7.64516129,0,4.45434729625351,3.13549421592915,5.57532321413683,7.13329595489607,3.89059505801453,0,0,0
"16","AZUAY","SIERRA",2021,"April","16",16,4,"pre",61,11,11.29,69.43,600,275.430465,0.848602334,"provax",0,"provax",0,0,0,17,2,22,21093,2214,2.393140865,0.251192997,292,46.07981956,101335,159,454.7275824,32360.94187,319.3461476,-203733930,-2.01,-16.6,11.03333333,-26.93333333,-21.86666667,-26.86666667,11.8,0,4.12713438504509,2.484906649788,5.76627561668135,5.06890420222023,NA,0,0,0
"17","AZUAY","SIERRA",2021,"May","17",17,5,"pre",102,30,16.33,59.49,599,260.475944,0.769445891,"provax",0,"provax",0,0,0,88,4,46,23088,1995,2.619486858,0.226345993,466,32.14321891,101129,1135,317.8437334,25031.95661,247.5250088,-3957015509,-39.13,-15.93548387,9.35483871,-28,-27,-27.35483871,12.74193548,0,4.63472898822964,3.43398720448515,5.51151162256054,7.0343879299155,NA,0,0,0
"18","AZUAY","SIERRA",2021,"June","18",18,6,"pre",76,13,24.37,0,483,170.8281161,0.547224541,"provax",0,"provax",0,0,0,144,1,49,24952,1864,2.830970032,0.211483173,224,38.10864198,101476,1105,375.5433992,29295.76942,288.6965334,6152896994,60.63,6.233333333,30.86666667,-9.633333333,-13.96666667,-13.43333333,5.933333333,0,4.34380542185368,2.63905732961526,5.66537607897643,7.00760061395185,4.10478982008364,0,0,0
"19","AZUAY","SIERRA",2021,"July","19",19,7,"pre",82,21,62.27,0,480,134.2144502,0.388143606,"provax",0,"provax",0,0,0,145,1,59,26582,1630,3.015904352,0.18493432,-35,38.57373692,102270,1306,377.1754857,25882.93991,253.0843836,-4069724298,-39.79,13.83870968,38.58064516,-4.870967742,-10.67741935,-11,4.741935484,0,4.4188406077966,3.09104245335832,5.53372296513389,7.17472430983638,NA,0,0,0
"20","AZUAY","SIERRA",2021,"August","20",20,8,"pre",53,14,65.88,0,396,55.97477289,0.164619471,"provax",0,"provax",0,0,0,133,4,59,27885,1303,3.163738351,0.147833999,383,44.48268008,103089,10298,431.4978327,25324.25334,245.6542729,2711486467,26.3,17.93548387,41.96774194,-1.032258065,-11.22580645,-11.03225806,2.580645161,0,3.98898404656427,2.70805020110221,5.5039251527235,9.23970498060609,3.26956893918372,0,0,0
"21","AZUAY","SIERRA",2021,"September","21",21,9,"post",103,20,66.34,0,325,-9.873329731,-0.029483774,"provax",0,"provax",0,0,0,154,1,56,28508,623,3.234421836,0.070683485,71,53.75256457,103407,-8631,519.8155306,27854.24295,269.3651585,5538746183,53.56,20.63333333,43.73333333,-1.866666667,-20.76666667,-5.866666667,2.933333333,0,4.64439089914137,3.04452243772342,5.59606792561984,NA,3.98080252082297,0,1,0
"22","AZUAY","SIERRA",2021,"October","22",22,10,"post",81,19,71.43,0,362,58.1278502,0.191290483,"provax",0,"provax",0,0,0,192,3,71,28937,429,3.283094734,0.048672898,-172,48.64301093,104469,-248,465.6214851,25641.2028,245.4431727,-4831830996,-46.25,27.25806452,46.48387097,1.096774194,-18.48387097,-0.677419355,2.193548387,0,4.40671924726425,2.99573227355399,5.50306544467618,NA,NA,0,1,0
"23","AZUAY","SIERRA",2021,"November","23",23,11,"post",64,16,80.82,0,294,-13.06348979,-0.042405187,"provax",0,"provax",0,0,0,174,4,82,29351,414,3.330065782,0.046971048,-353,51.90960508,105192,-65,493.4748372,28742.4544,273.2380257,2098800581,19.95,30,52.6,4.466666667,-17.5,-0.833333333,2.4,0,4.17438726989564,2.83321334405622,5.61034330432151,NA,2.99322914333587,0,1,0
"24","AZUAY","SIERRA",2021,"December","24",24,12,"post",97,18,82.21,0,348,26.31465522,0.081802468,"provax",0,"provax",0,0,0,186,3,85,29953,602,3.398366678,0.068300896,689,51.43269146,105909,1503,485.63098,47809.93159,451.4246342,23254105067,219.57,36.4516129,70.74193548,10.16129032,-15.80645161,4.612903226,19.03738318,0,4.58496747867057,2.94443897916644,6.11240843577875,7.31521838975297,5.39167108828125,0,1,0
"25","BOLIVAR","SIERRA",2020,"January","1",1,1,"pre",3,3,0,0,63,-45.33945352,-0.41849439,"provax",0,"provax",0,0,1,9,3,9,NA,NA,NA,NA,-29,1.25242438,21201,220,59.0738352,2066.211895,97.45822815,-3145066820,-148.35,NA,NA,NA,NA,NA,0,1,1.38629436111989,1.38629436111989,4.57942385697101,5.39362754635236,NA,0,0,0
"26","BOLIVAR","SIERRA",2020,"February","2",2,2,"pre",0,0,0,0,85,-10.73173165,-0.112102137,"provax",0,"provax",0,0,1,13,0,1,NA,NA,NA,NA,-21,1.01140343,21317,-16,47.44586152,1809.540759,84.88721485,-313463672,-14.7,NA,NA,NA,NA,NA,0,1,0,0,4.44132349128245,NA,NA,0,0,0
"27","BOLIVAR","SIERRA",2020,"March","3",3,3,"pre",1,1,0,0,68,-40.20451955,-0.371560446,"provax",0,"provax",0,0,1,9,0,8,15,15,0.007145137,0.007145137,-7,1.2182382,21540,40,56.5570195,2227.897899,103.4307288,-374775609,-17.4,-38.09677419,-71,-39.83870968,NA,-44.64516129,4,1,0.693147180559945,0.693147180559945,4.6389021016764,3.68887945411394,NA,0,0,0
"28","BOLIVAR","SIERRA",2020,"April","4",4,4,"pre",0,0,0,0,122,27.83580208,0.295609188,"provax",0,"provax",0,0,1,11,1,4,133,118,0.063353546,0.056208409,56,1.1743907,21722,-43,54.06457509,1863.382143,85.78317572,-243140532,-11.19,-72.4,-81.33333333,-71.4,NA,-70.73333333,0,1,0,0,4.45182290008682,NA,NA,0,0,0
"29","BOLIVAR","SIERRA",2020,"May","5",5,5,"pre",0,0,0,0,104,15.58340507,0.174278668,"provax",0,"provax",0,0,1,12,0,7,312,179,0.148618845,0.085265299,-24,0.96118504,21979,49,43.73197325,1959.469776,89.15190755,187365261,8.52,-57.61290323,-74,-60.12903226,NA,-53.06451613,0,1,0,0,4.4903417411638,3.89182029811063,2.14241634084122,0,0,0
"30","BOLIVAR","SIERRA",2020,"June","6",6,6,"pre",2,2,0,0,103,4.785729047,0.04872743,"provax",0,"provax",0,0,1,13,1,11,648,336,0.308669909,0.160051064,-8,0.95425336,22026,205,43.32395169,3862.223907,175.3484022,2276651926,103.36,-39.26666667,NA,-41.8,NA,-37.93333333,0,1,1.09861228866811,1.09861228866811,5.16677486448308,5.32300997913841,4.63821804003429,0,0,0
"31","BOLIVAR","SIERRA",2020,"July","7",7,7,"pre",3,3,0,0,119,27.87335685,0.305874944,"provax",0,"provax",0,0,1,20,0,7,1148,500,0.546841135,0.238171226,41,0.88283097,22342,201,39.51441097,2096.392158,93.83189321,-2084829066,-93.31,-34.03225806,NA,-33.16129032,NA,-37,0,1,1.38629436111989,1.38629436111989,4.54150481112068,5.30330490805908,NA,0,0,0
"32","BOLIVAR","SIERRA",2020,"August","8",8,8,"pre",2,2,0,0,114,25.19063018,0.283648338,"provax",0,"provax",0,0,1,12,1,6,1441,293,0.686409473,0.139568338,-49,0.8399627,22491,75,37.3466142,2219.601477,98.68842991,648264718,28.82,-26.8125,-25,-27.4375,NA,-32.125,0,1,1.09861228866811,1.09861228866811,4.59196771474537,4.31748811353631,3.36106959057138,0,0,0
"33","BOLIVAR","SIERRA",2020,"September","9",9,9,"pre",3,2,0,0,80,-12.43063746,-0.134486116,"provax",0,"provax",0,0,1,14,0,11,1770,329,0.84312614,0.156716667,5,1.0240576,22810,212,44.89511618,2485.909114,108.9833018,-186311403,-8.17,-14,NA,-12.75,NA,-30.2,17.83333333,1,1.38629436111989,1.09861228866811,4.69119467599826,5.35658627467201,NA,0,0,0
"34","BOLIVAR","SIERRA",2020,"October","10",10,10,"pre",2,0,0,0,73,-26.01734336,-0.262755417,"provax",0,"provax",0,0,1,11,0,3,2104,334,1.002224519,0.159098379,1,1.05372188,26926,153,39.13399242,2467.654221,91.6457781,128585707,4.78,-8.032258065,NA,-6.129032258,NA,-28.38709677,15.45454545,1,1.09861228866811,0,4.51793090775822,5.03043792139244,1.56444054650336,0,0,0
"35","BOLIVAR","SIERRA",2020,"November","11",11,11,"pre",1,1,0,0,78,-13.42595662,-0.1468506,"provax",0,"provax",0,0,1,20,0,4,2382,278,1.134647721,0.132423202,12,0.99423942,23197,199,42.86068974,2334.098205,100.6206925,-59220478,-2.55,-8.24137931,NA,-6.166666667,NA,-27.93333333,15.95238095,1,0.693147180559945,0.693147180559945,4.61135792736905,5.29330482472449,NA,0,0,0
"36","BOLIVAR","SIERRA",2020,"December","12",12,12,"pre",3,1,0,0,103,18.96098465,0.225621214,"provax",0,"provax",0,0,1,17,1,9,2527,145,1.203717376,0.069069656,175,1.03594741,23268,116,44.52240889,5102.825841,219.3065945,3012948234,129.49,-6.709677419,NA,-2.774193548,NA,-27.22580645,14.625,1,1.38629436111989,0.693147180559945,5.39047072565116,4.75359019110636,4.86360365808075,0,0,0
"37","BOLIVAR","SIERRA",2021,"January","13",13,1,"pre",2,2,0.05,49.62,110,1.660546475,0.015327255,"provax",0,"provax",0,0,1,9,3,9,3045,518,1.450462767,0.24674539,-29,1.25242438,21201,223,59.0738352,2066.211895,97.45822815,-3288210008,-155.1,-13.90322581,NA,-13.93548387,NA,-32.41935484,17.0952381,1,1.09861228866811,1.09861228866811,4.57942385697101,5.40717177146012,NA,0,0,0
"38","BOLIVAR","SIERRA",2021,"February","14",14,2,"pre",2,0,0.24,12.18,94,1.569362541,0.016978813,"provax",0,"provax",0,0,1,13,0,1,3841,796,1.829631359,0.379168592,-21,1.01140343,21317,182,47.44586152,1809.540759,84.88721485,-256671136,-12.04,-10.5,NA,-3.428571429,NA,-33.96428571,13,1,1.09861228866811,0,4.44132349128245,5.2040066870768,NA,0,0,0
"39","BOLIVAR","SIERRA",2021,"March","15",15,3,"pre",7,2,2.81,1.83,149,40.79548045,0.377021964,"provax",0,"provax",0,0,1,9,0,8,4980,1139,2.372185412,0.542554053,-7,1.2182382,21540,257,56.5570195,2227.897899,103.4307288,418357140,19.42,-9.161290323,NA,-5.290322581,NA,-33.32258065,12.43478261,1,2.07944154167984,1.09861228866811,4.6389021016764,5.54907608489522,2.96630346286318,0,0,0
"40","BOLIVAR","SIERRA",2021,"April","16",16,4,"pre",4,2,8.3,70.39,146,51.83580208,0.550483126,"provax",0,"provax",0,0,1,11,1,4,5912,932,2.816136577,0.443951165,56,1.1743907,21722,47,54.06457509,1863.382143,85.78317572,-364515756,-16.78,-12.27586207,NA,-6.266666667,NA,-33.06666667,13.86363636,1,1.6094379124341,1.09861228866811,4.45182290008682,3.85014760171006,NA,0,0,0
"41","BOLIVAR","SIERRA",2021,"May","17",17,5,"pre",2,1,16.06,54.17,111,21.58340507,0.241380306,"provax",0,"provax",0,0,1,12,0,7,6477,565,3.085270062,0.269133485,-24,0.96118504,21979,316,43.73197325,1959.469776,89.15190755,96087633,4.37,8.153846154,NA,8.096774194,NA,-27.29032258,11,1,1.09861228866811,0.693147180559945,4.4903417411638,5.75574221358691,1.4747630091075,0,0,0
"42","BOLIVAR","SIERRA",2021,"June","18",18,6,"pre",4,1,24.68,0.03,76,-22.21427095,-0.226181702,"provax",0,"provax",0,0,1,13,1,11,6717,240,3.199592251,0.114322189,-8,0.95425336,22026,149,43.32395169,3862.223907,175.3484022,1902754131,86.39,20,NA,15.2,NA,-30.1,8.318181818,1,1.6094379124341,0.693147180559945,5.16677486448308,5.00394630594546,4.45887192837079,0,0,0
"43","BOLIVAR","SIERRA",2021,"July","19",19,7,"pre",5,1,56.87,0.03,84,-7.126643152,-0.078205922,"provax",0,"provax",0,0,1,20,0,7,6861,144,3.268185564,0.068593313,41,0.88283097,22342,319,39.51441097,2096.392158,93.83189321,-1765831749,-79.04,31.76923077,NA,29.41935484,NA,-25.35483871,5.545454545,1,1.79175946922805,0.693147180559945,4.54150481112068,5.76519110278484,NA,0,0,0
"44","BOLIVAR","SIERRA",2021,"August","20",20,8,"pre",2,0,58.73,0.03,87,-1.809369818,-0.020373636,"provax",0,"provax",0,0,1,12,1,6,6998,137,3.33344448,0.065258916,-49,0.8399627,22491,4116,37.3466142,2219.601477,98.68842991,123209319,5.48,45.75,NA,39.06451613,NA,-24.74193548,4.954545455,1,1.09861228866811,0,4.59196771474537,8.32263709695394,1.70110510095992,0,0,0
"45","BOLIVAR","SIERRA",2021,"September","21",21,9,"post",4,0,65.21,0.03,79,-13.43063746,-0.14530504,"provax",0,"provax",0,0,1,14,0,11,7059,61,3.362501369,0.02905689,5,1.0240576,22810,-3729,44.89511618,2485.909114,108.9833018,266307637,11.68,48.33333333,NA,41.86666667,NA,-21.06666667,4.090909091,1,1.6094379124341,0,4.69119467599826,NA,2.45787797740008,0,1,0
"46","BOLIVAR","SIERRA",2021,"October","22",22,10,"post",5,0,71.34,0.03,72,-27.01734336,-0.272854658,"provax",0,"provax",0,0,1,11,0,3,7161,102,3.4110883,0.04858693,1,1.05372188,26926,71,39.13399242,2467.654221,91.6457781,-18254893,-0.68,47.28571429,NA,42.29032258,NA,-16.29032258,4.761904762,1,1.79175946922805,0,4.51793090775822,4.26267987704132,NA,0,1,0
"47","BOLIVAR","SIERRA",2021,"November","23",23,11,"post",3,0,80.26,0.03,70,-21.42595662,-0.234353103,"provax",0,"provax",0,0,1,20,0,4,7371,210,3.511120215,0.100031915,12,0.99423942,23197,-224,42.86068974,2334.098205,100.6206925,-133556016,-5.76,50.16666667,NA,44.66666667,NA,-19.46666667,3.954545455,1,1.38629436111989,0,4.61135792736905,NA,NA,0,1,0
"48","BOLIVAR","SIERRA",2021,"December","24",24,12,"post",3,2,84.72,0.03,75,-8.039015351,-0.095658134,"provax",0,"provax",0,0,1,17,1,9,7694,323,3.664978827,0.153858612,175,1.03594741,23268,554,44.52240889,5102.825841,219.3065945,2768727636,118.99,56.4,NA,46.22580645,NA,-13.67741935,2.695652174,1,1.38629436111989,1.09861228866811,5.39047072565116,6.31716468674728,4.77903945596706,0,1,0
"49","CAÑAR","SIERRA",2020,"January","1",1,1,"pre",4,4,0,0,109,-14.67833615,-0.118681546,"provax",0,"provax",0,0,0,54,1,4,NA,NA,NA,NA,-52,3.03956514,25577,348,118.8397834,5351.221948,209.2200785,-6447048160,-252.06,NA,NA,NA,NA,NA,0,0,1.6094379124341,1.6094379124341,5.34338670511868,5.85220247977447,NA,0,0,0
"50","CAÑAR","SIERRA",2020,"February","2",2,2,"pre",0,0,0,0,77,-41.64575748,-0.351009243,"provax",0,"provax",0,0,0,59,0,4,NA,NA,NA,NA,-50,2.98702647,25925,324,115.2179931,4263.012939,164.4363718,-1088209009,-41.98,NA,NA,NA,NA,NA,0,0,0,0,5.10252369781156,5.78074351579233,NA,0,0,0
"51","CAÑAR","SIERRA",2020,"March","3",3,3,"pre",5,5,0,0,104,-21.87007011,-0.172381635,"provax",0,"provax",0,0,0,36,2,2,39,39,0.013859472,0.013859472,-80,2.88075085,26249,160,109.7470704,4271.377107,162.7253269,8364168,0.32,-39.19354839,-28.83870968,-32.90322581,-44.27586207,-40.35483871,4,0,1.79175946922805,1.79175946922805,5.09206366836717,5.07517381523383,-1.13943428318836,0,0,0
"52","CAÑAR","SIERRA",2020,"April","4",4,4,"pre",0,0,0,0,182,47.74182608,0.35296814,"provax",0,"provax",0,0,0,4,1,2,297,258,0.10554521,0.091685738,27,3.22564928,26409,-54,122.1420455,2631.598066,99.64777409,-1639779041,-62.09,-74.66666667,-68.1,-62.4,-89.40740741,-70.8,0,0,0,0,4.60164170912884,NA,NA,0,0,0
"53","CAÑAR","SIERRA",2020,"May","5",5,5,"pre",2,2,0,0,101,-2.802784637,-0.027001054,"provax",0,"provax",0,0,0,11,1,2,331,34,0.117627827,0.012082617,184,3.09957805,26355,65,117.6087289,3081.997699,116.9416695,450399633,17.09,-56.93548387,-51.87096774,-48.12903226,-78.1,-47.61290323,24.44444444,0,1.09861228866811,1.09861228866811,4.76167525919769,4.17438726989564,2.8384934971275,0,0,0
"54","CAÑAR","SIERRA",2020,"June","6",6,6,"pre",3,2,0,0,97,-28.70584985,-0.228357311,"provax",0,"provax",0,0,0,30,2,6,542,211,0.192611125,0.074983298,137,3.13703738,26420,273,118.737221,8614.289597,326.0518394,5532291898,209.4,-32.26666667,-25.83333333,-29.3,-62.6,-28.83333333,19.95454545,0,1.38629436111989,1.09861228866811,5.78705638528933,5.60947179518496,5.34424629843644,0,0,0
"55","CAÑAR","SIERRA",2020,"July","7",7,7,"pre",6,3,0,0,156,31.307907,0.251081735,"provax",0,"provax",0,0,0,43,0,6,739,197,0.262619227,0.070008102,-263,2.60140532,26693,156,97.45646124,4922.630852,184.4165456,-3691658745,-138.3,-25.16129032,-19.32258065,-22.5483871,-56.16129032,-26.35483871,18.82608696,0,1.94591014905531,1.38629436111989,5.21719703377842,5.04985600724954,NA,0,0,0
"56","CAÑAR","SIERRA",2020,"August","8",8,8,"pre",4,1,0,0,180,47.19785217,0.355399765,"provax",0,"provax",0,0,0,35,4,5,1321,582,0.469445195,0.206825968,33,2.40223609,26849,44,89.47208797,5537.128683,206.2322129,614497831,22.89,-25.8125,-19.125,-18.5,-51.9375,-28.11111111,16.95238095,0,1.6094379124341,0.693147180559945,5.32900278101102,3.78418963391826,3.13070013396448,0,0,0
"57","CAÑAR","SIERRA",2020,"September","9",9,9,"pre",9,5,0,0,141,19.36287376,0.159185558,"provax",0,"provax",0,0,0,45,1,4,1903,582,0.676271162,0.206825968,6,4.38978785,26893,317,163.231616,5916.140008,219.9881013,379011325,14.09,-12.45,-10.65,4.25,-29.75,-24.82142857,13,0,2.30258509299405,1.79175946922805,5.39357345988972,5.75890177387728,2.64546532591059,0,0,0
"58","CAÑAR","SIERRA",2020,"October","10",10,10,"pre",12,10,0,0,150,21.14711203,0.164118262,"provax",0,"provax",0,0,0,41,3,11,2109,206,0.749477605,0.073206442,-8,2.82827367,27210,149,103.9424355,5478.273006,201.3330763,-437867002,-16.09,-8.516129032,0.64516129,3.129032258,-22.64516129,-21.74193548,9.838709677,0,2.56494935746154,2.39789527279837,5.30496063261026,5.00394630594546,NA,0,0,0
"59","CAÑAR","SIERRA",2020,"November","11",11,11,"pre",3,1,0,0,113,13.65182834,0.137413987,"provax",0,"provax",0,0,0,56,1,6,2437,328,0.866039318,0.116561714,5,3.11349699,27359,246,113.801564,4957.716645,181.2097169,-520556361,-19.03,-9.566666667,0.333333333,1.133333333,-21.63333333,-20.4,9.566666667,0,1.38629436111989,0.693147180559945,5.19965501744703,5.50533153593236,NA,0,0,0
"60","CAÑAR","SIERRA",2020,"December","12",12,12,"pre",5,3,0,0,120,0.424519966,0.003550226,"provax",0,"provax",0,0,0,57,1,8,2804,367,0.996460504,0.130421186,90,2.48012946,27605,80,89.84348705,10341.79986,374.635025,5384083219,195.04,-6.290322581,13.51612903,12.61290323,-22.80645161,-20.03225806,12.89047619,0,1.79175946922805,1.38629436111989,5.92595228537221,4.38202663467388,5.27320466573296,0,0,0
"61","CAÑAR","SIERRA",2021,"January","13",13,1,"pre",4,1,0.05,44.46,139,15.32166385,0.123883166,"provax",0,"provax",0,0,0,54,1,4,3502,698,1.244509517,0.248049013,-52,3.03956514,25577,279,118.8397834,5351.221948,209.2200785,-5216391421,-203.95,-10.83870968,0.870967742,-2.225806452,-22.35483871,-25.03225806,8.903225806,0,1.6094379124341,0.693147180559945,5.34338670511868,5.63121178182137,NA,0,0,0
"62","CAÑAR","SIERRA",2021,"February","14",14,2,"pre",7,3,0.32,13.27,132,17.44547554,0.152289712,"provax",0,"provax",0,0,0,59,0,4,3911,409,1.389856288,0.145346771,-50,2.98702647,25925,180,115.2179931,4263.012939,164.4363718,-917289551,-35.38,-7.964285714,11.17857143,0.142857143,-19.32142857,-27.35714286,3.892857143,0,2.07944154167984,1.38629436111989,5.10252369781156,5.19295685089021,NA,0,0,0
"63","CAÑAR","SIERRA",2021,"March","15",15,3,"pre",8,1,2.85,4.12,170,43.12992989,0.339953543,"provax",0,"provax",0,0,0,36,2,2,4472,561,1.589219463,0.199363175,-80,2.88075085,26249,291,109.7470704,4271.377107,162.7253269,1237683686,47.15,-2.225806452,19.19354839,0.935483871,-16.5483871,-22.25806452,2.741935484,0,2.19722457733622,0.693147180559945,5.09206366836717,5.67332326717149,3.85333400907947,0,0,0
"64","CAÑAR","SIERRA",2021,"April","16",16,4,"pre",3,0,7.13,0.31,154,18.74182608,0.138563353,"provax",0,"provax",0,0,0,4,1,2,5159,687,1.833359394,0.244139931,27,3.22564928,26409,127,122.1420455,2631.598066,99.64777409,-519115703,-19.66,-3.3,26.53333333,1.466666667,-26.9,-24.03333333,4.5,0,1.38629436111989,0,4.60164170912884,4.84418708645859,NA,0,0,0
