"","term","estimate","std.error","statistic","p.value"
"81","provTUNGURAHUA:monthDecember",0.911598320330971,1.74548816063882,0.522259812978244,0.601890914863109
"82","provZAMORA CHINCHIPE:monthDecember",0.984910195585139,1.66356055423579,0.59204950073945,0.554281931786256
"83","provAZUAY:monthFebruary",-0.158805369569976,1.14532114253374,-0.138655756601732,0.889819082594438
"84","provBOLIVAR:monthFebruary",-2.32849580357618,1.1384881270848,-2.04525260139383,0.0417385282590719
"85","provCAÑAR:monthFebruary",-1.75310119678522,1.14425459027897,-1.5320901586751,0.126597886989935
"86","provCARCHI:monthFebruary",-1.30405829983998,1.13873857096727,-1.14517794785179,0.253086197062839
"87","provCHIMBORAZO:monthFebruary",-1.0885880150753,1.14630906441563,-0.94964617210826,0.343088278566248
"88","provCOTOPAXI:monthFebruary",-0.686342305496873,1.13032642347793,-0.607207167098729,0.544191858103286
"89","provEL ORO:monthFebruary",-0.393565820705572,1.14682573348278,-0.343178400357617,0.731714621251858
"90","provESMERALDAS:monthFebruary",-0.844410716320878,1.12420441691281,-0.751118483095559,0.453194649364685
"91","provGALAPAGOS:monthFebruary",-1.23003339406046,1.14575883368618,-1.07355348952724,0.283921519193137
"92","provGUAYAS:monthFebruary",1.3513069447136,1.14176896436139,1.18352047296136,0.237578907778752
"93","provIMBABURA:monthFebruary",-0.9593540609188,1.14579540803868,-0.83728216589817,0.403128230621866
"94","provLOJA:monthFebruary",-0.892611651276034,1.13309521669395,-0.787764027351931,0.43148260843365
"95","provLOS RIOS:monthFebruary",-1.44853920651964,1.14647480825865,-1.26347233806191,0.20744129239739
"96","provMANABI:monthFebruary",-0.168980778778639,1.10859172880017,-0.152428323600725,0.87895585010742
"97","provMORONA SANTIAGO:monthFebruary",-0.698337178682722,1.1468997890463,-0.608891191150554,0.543076537496258
"98","provNAPO:monthFebruary",-1.3632780102169,1.13927579825483,-1.19661807290667,0.232439576947157
"99","provORELLANA:monthFebruary",-1.30254207877708,1.14597851064501,-1.13661998604489,0.256642032259601
"100","provPASTAZA:monthFebruary",-1.88536322301428,1.14169061962164,-1.65137839499733,0.0997512504259792
"101","provSANTA ELENA:monthFebruary",-2.14636413698917,1.13369632132679,-1.89324433414165,0.0593277010709542
"102","provSANTO DOMINGO DE LOS TSACHILAS:monthFebruary",-0.641270254236793,1.14741989620336,-0.558880194041134,0.576677779745394
"103","provSUCUMBIOS:monthFebruary",-0.714163560313944,1.1352016845163,-0.629107206283121,0.529777551352003
"104","provTUNGURAHUA:monthFebruary",-1.04602089122075,1.14592353947124,-0.912819097601758,0.362101181300205
"105","provZAMORA CHINCHIPE:monthFebruary",-1.00708869235951,1.14067050059853,-0.882891853371388,0.378031052992119
"106","provAZUAY:monthJanuary",-0.292201393131125,1.17082464799086,-0.249568877485237,0.803098677352442
"107","provBOLIVAR:monthJanuary",-1.82651094149298,1.16207029128784,-1.57177320097288,0.117101091955908
"108","provCAÑAR:monthJanuary",-1.36648099429068,1.1671297569472,-1.17080469087251,0.242645116770224
"109","provCARCHI:monthJanuary",-2.46785627187894,1.16230571656589,-2.12324196354328,0.0345862224087649
"110","provCHIMBORAZO:monthJanuary",-1.02441811319062,1.17487431639415,-0.871938469414076,0.383968255265243
"111","provCOTOPAXI:monthJanuary",-1.19649432109068,1.14647480825865,-1.04362896809569,0.297532290070257
"112","provEL ORO:monthJanuary",-0.883633321495245,1.17148813172014,-0.75428277723802,0.451295726266653
"113","provESMERALDAS:monthJanuary",-1.24003820269462,1.13260652204232,-1.09485348932883,0.274495611000599
"114","provGALAPAGOS:monthJanuary",-1.47262145944843,1.17621700610939,-1.25199810222049,0.211586382416546
"115","provGUAYAS:monthJanuary",1.52681642666059,1.19054240775909,1.2824544650488,0.200714520233171
"116","provIMBABURA:monthJanuary",-1.28089517634909,1.17025511335649,-1.09454354160031,0.274631213636008
"117","provLOJA:monthJanuary",-0.788896282571219,1.14860111423978,-0.686832245581934,0.492741096699445
"118","provLOS RIOS:monthJanuary",-1.92561470496934,1.17178653863089,-1.64331526390397,0.101408956791158
"119","provMANABI:monthJanuary",-0.019090659748924,1.10821797790931,-0.017226448342716,0.986267890336908
"120","provMORONA SANTIAGO:monthJanuary",-1.1004422346337,1.17673833041646,-0.935163074227595,0.350487705222
"121","provNAPO:monthJanuary",-2.26911647989272,1.16338144892394,-1.95044925462024,0.0520924457600635
"122","provORELLANA:monthJanuary",-1.1712090104801,1.17487431639415,-0.996880257008853,0.319659460828999
"123","provPASTAZA:monthJanuary",-1.94098945036632,1.16847023598683,-1.66113726356672,0.0977740537595231
"124","provSANTA ELENA:monthJanuary",-1.95150540447832,1.15461334745098,-1.69018088071355,0.0920753752719456
"125","provSANTO DOMINGO DE LOS TSACHILAS:monthJanuary",-0.765270905780117,1.17247748956328,-0.652695606177616,0.51447318061868
"126","provSUCUMBIOS:monthJanuary",-1.22860489969965,1.15475372750912,-1.06395404529227,0.288240759391281
"127","provTUNGURAHUA:monthJanuary",-1.29835903911474,1.16989179559473,-1.10981121844239,0.268006175887305
"128","provZAMORA CHINCHIPE:monthJanuary",-1.30566417908645,1.18729796971509,-1.09969376886896,0.272383944386183
"129","provAZUAY:monthJuly",0.420334509365721,1.13567160105756,0.370119767875059,0.711565290769737
"130","provBOLIVAR:monthJuly",-1.08101000682606,1.16287470853588,-0.929601442778912,0.353355981666506
"131","provCAÑAR:monthJuly",-0.890925496910898,1.16326266804898,-0.765885058793434,0.444371934374102
"132","provCARCHI:monthJuly",-1.39782953660711,1.16541770945095,-1.19942362748688,0.231349103830255
"133","provCHIMBORAZO:monthJuly",-0.270032791880718,1.14620792973135,-0.23558796347187,0.813919850954606
"134","provCOTOPAXI:monthJuly",-0.280325462970429,1.14707591702158,-0.244382659256158,0.807108484442325
"135","provEL ORO:monthJuly",-0.00268479696414329,1.13557574607702,-0.00236426057303376,0.998115231545328
"136","provESMERALDAS:monthJuly",-0.100332286590885,1.1326902262565,-0.0885787519527549,0.929478257823836
"137","provGALAPAGOS:monthJuly",-0.919664088772235,1.17147666667907,-0.785046868564035,0.433071393298693
"138","provGUAYAS:monthJuly",0.437502674991993,1.19205088097983,0.367016779210278,0.71387602407858
"139","provIMBABURA:monthJuly",-0.471901456178521,1.14545768275424,-0.411976333376053,0.680663227824899
"140","provLOJA:monthJuly",-0.160853730697709,1.1477464888795,-0.140147438703772,0.888641463007492
"141","provLOS RIOS:monthJuly",-0.770969793127114,1.14319261964995,-0.674400603953505,0.50059762843194
"142","provMANABI:monthJuly",0.159980499355299,1.11211417558672,0.143852585343494,0.885717481511302
"143","provMORONA SANTIAGO:monthJuly",-0.600896132049453,1.16605578011555,-0.515323659722271,0.606722187054757
"144","provNAPO:monthJuly",-1.85150300902817,1.16665260600085,-1.58702170595145,0.113604996478511
"145","provORELLANA:monthJuly",-1.05085667012035,1.16552750236823,-0.901614649148232,0.368014986024159
"146","provPASTAZA:monthJuly",-1.15755727605465,1.16687432720109,-0.992015377381055,0.322022745320517
"147","provSANTA ELENA:monthJuly",-1.11632273605238,1.15464341338265,-0.966811678059118,0.334449346494805
"148","provSANTO DOMINGO DE LOS TSACHILAS:monthJuly",-0.190772238514959,1.14194334569316,-0.167059284713604,0.867440637394734
"149","provSUCUMBIOS:monthJuly",-1.07058091473562,1.16021350754934,-0.922744742902498,0.356912630393998
"150","provTUNGURAHUA:monthJuly",-0.745315298636884,1.13576759829979,-0.656221659917573,0.512205454517929
"151","provZAMORA CHINCHIPE:monthJuly",-0.389745319261287,0.992435765971292,-0.392715914344185,0.69481981952041
"152","provAZUAY:monthJune",0.0413798638253584,1.11324930154707,0.0371703478887014,0.970374932235092
"153","provBOLIVAR:monthJune",-1.49429085442169,1.10787849635421,-1.34878586355731,0.178465344292815
"154","provCAÑAR:monthJune",-0.687575517170713,1.10774846290332,-0.620696430820253,0.535290260027909
"155","provCARCHI:monthJune",-1.09072482327952,1.10760095828654,-0.984763343801074,0.325566898045172
"156","provCHIMBORAZO:monthJune",-0.534809183100991,1.11074487213302,-0.481486970157215,0.630536076250787
"157","provCOTOPAXI:monthJune",-0.447481456289159,1.11109559706395,-0.402738933959977,0.687439070831797
"158","provEL ORO:monthJune",-0.267240108836049,1.11376950106181,-0.239942024432593,0.810545890203725
"159","provESMERALDAS:monthJune",-1.04570649647036,1.11548744363217,-0.937443538642993,0.34931591363247
"160","provGALAPAGOS:monthJune",-1.85597096323493,1.10644654300151,-1.67741584532422,0.094546092299943
"161","provGUAYAS:monthJune",0.390170434018678,1.28220692699803,0.304295996069967,0.761122147478332
"162","provIMBABURA:monthJune",-0.914441802941314,1.11001160111341,-0.823812834049728,0.410727600554398
"163","provLOJA:monthJune",-0.702715228116886,1.1122461945877,-0.631798275900037,0.52801987750123
"164","provLOS RIOS:monthJune",-1.23075129710844,1.11099964867479,-1.10778729640148,0.268878005241451
"165","provMANABI:monthJune",-0.307222657074938,1.12870263402977,-0.272190963157471,0.785670225159552
"166","provMORONA SANTIAGO:monthJune",-1.2233861257154,1.10693928560003,-1.10519713378159,0.269996602289461
"167","provNAPO:monthJune",-1.22418467812895,1.10698377578674,-1.10587409220059,0.269703939343227
"168","provORELLANA:monthJune",-0.937509233404504,1.10661510994839,-0.847186365861414,0.397594705185479
"169","provPASTAZA:monthJune",-1.3324823888904,1.10680407823621,-1.20390086655068,0.229616449083224
"170","provSANTA ELENA:monthJune",-1.33903948816766,1.10910650223817,-1.20731371195236,0.228301953004027
"171","provSANTO DOMINGO DE LOS TSACHILAS:monthJune",-0.553965657604757,1.11167852197477,-0.498314617629476,0.618642636957185
"172","provSUCUMBIOS:monthJune",-1.55781397624862,1.10819041807585,-1.40572770783694,0.160882881926048
"173","provTUNGURAHUA:monthJune",-0.927274679492289,1.11487372820825,-0.831730675887881,0.40625005892997
"174","provZAMORA CHINCHIPE:monthJune",-0.340494134302841,1.05033733006062,-0.324175980951937,0.746040115571721
"175","provAZUAY:monthMarch",-0.336890276664826,1.12993377669589,-0.298150461215478,0.765803311793233
"176","provBOLIVAR:monthMarch",-1.37981448739486,1.12365821411066,-1.22796636029306,0.220462230322218
"177","provCAÑAR:monthMarch",-0.684880029637643,1.12777798968828,-0.607282670791391,0.544141827888475
"178","provCARCHI:monthMarch",-1.96099061609091,1.12359519152593,-1.74528213620043,0.0820022900005683
"179","provCHIMBORAZO:monthMarch",-0.506556555484219,1.12857551269265,-0.448845956506389,0.653880323298814
"180","provCOTOPAXI:monthMarch",-0.847721250675147,1.12026358911911,-0.756715882680548,0.449838679323793
"181","provEL ORO:monthMarch",-0.550673506154187,1.13018065789786,-0.48724378912876,0.62645622594823
"182","provESMERALDAS:monthMarch",-0.925614098375789,1.11691994689462,-0.828720179050685,0.40794903371885
"183","provGALAPAGOS:monthMarch",-1.94366087462931,1.12683011097367,-1.72489255984634,0.0856196644716125
"184","provGUAYAS:monthMarch",1.16281855020495,1.11320237195772,1.04457067241061,0.297097397215548
"185","provIMBABURA:monthMarch",-1.31890924776665,1.12857551269264,-1.16864953468634,0.243511284476746
"186","provLOJA:monthMarch",-0.999876249866601,1.12183599165394,-0.891285586578896,0.373519982848291
"187","provLOS RIOS:monthMarch",-1.26001033293459,1.12986138521585,-1.11519019007264,0.265698615240889
"188","provMANABI:monthMarch",-0.132827875346207,1.10835174492058,-0.119842708738393,0.904691305951733
"189","provMORONA SANTIAGO:monthMarch",-1.32614550478226,1.12791695850014,-1.17574746508441,0.240666822733751
"190","provNAPO:monthMarch",-1.96386540477977,1.12405123001002,-1.74713158292817,0.0816804314908064
"191","provORELLANA:monthMarch",-1.32470811043782,1.12766710517129,-1.17473330946955,0.241071793871186
"192","provPASTAZA:monthMarch",-1.4175937596173,1.12453833404283,-1.2606006542444,0.208473095390624
"193","provSANTA ELENA:monthMarch",-1.55288954873771,1.12166826161468,-1.38444636607821,0.167293535112916
"194","provSANTO DOMINGO DE LOS TSACHILAS:monthMarch",-1.01539497334438,1.13067789585466,-0.898040880667312,0.369913896750178
"195","provSUCUMBIOS:monthMarch",-0.596983610370137,1.12205282523415,-0.532045904563861,0.595104386161669
"196","provTUNGURAHUA:monthMarch",-1.51837870921018,1.12983245671368,-1.34389723023771,0.180039374822188
"197","provZAMORA CHINCHIPE:monthMarch",-1.10952427358817,1.10485420077675,-1.00422686795066,0.316112259427781
"198","provAZUAY:monthMay",-0.383397115128933,1.12784742366261,-0.339937040316923,0.734151728275361
"199","provBOLIVAR:monthMay",-2.0675982925962,1.12386057170693,-1.83972847223915,0.0668371736342672
"200","provCAÑAR:monthMay",-0.917743140443613,1.12408947172525,-0.816432466923706,0.414927616857165
"201","provCARCHI:monthMay",-2.01563673193951,1.12397485662296,-1.79331122939492,0.073972284782108
"202","provCHIMBORAZO:monthMay",-0.945099455431927,1.1253456969991,-0.839830336537626,0.401700141687214
"203","provCOTOPAXI:monthMay",-1.76182176116387,1.12584825134644,-1.56488386339531,0.118708239758453
"204","provEL ORO:monthMay",-0.495080029894765,1.12805633069017,-0.43887881874823,0.661078412290368
"205","provESMERALDAS:monthMay",-1.12458562799193,1.12937178475114,-0.99576210701929,0.320201629114038
"206","provGALAPAGOS:monthMay",-1.30322011118134,1.12391132423275,-1.15953997711607,0.247196576020493
"207","provGUAYAS:monthMay",0.607688490385979,1.15467348777455,0.52628599930635,0.599094558566143
"208","provIMBABURA:monthMay",-1.57813579413032,1.12526688222907,-1.40245467013492,0.161856507015349
"209","provLOJA:monthMay",-1.27038572906676,1.12507048519096,-1.12916101327743,0.259769554049902
"210","provLOS RIOS:monthMay",-1.27302728110276,1.12588817624016,-1.130687139245,0.259127505889122
"211","provMANABI:monthMay",-0.389861361898683,1.12964481280144,-0.345118534145131,0.730257176257994
"212","provMORONA SANTIAGO:monthMay",-1.22158029868067,1.12365821411066,-1.08714579161202,0.277881392537453
"213","provNAPO:monthMay",-1.61009176858998,1.12396214199162,-1.43251423552127,0.15308121010535
"214","provORELLANA:monthMay",-1.30494763052954,1.12363299283634,-1.16136464383758,0.246455276091932
"215","provPASTAZA:monthMay",-1.46329608843387,1.12349456758389,-1.30245052415405,0.193802986858936
"216","provSANTA ELENA:monthMay",-2.06300657408788,1.12546419329544,-1.83302728454403,0.0678306576145639
"217","provSANTO DOMINGO DE LOS TSACHILAS:monthMay",-0.905885331252015,1.12614188136584,-0.804414919861888,0.42182090386564
"218","provSUCUMBIOS:monthMay",-0.919739521477561,1.12440957862334,-0.817975530414489,0.414047387202493
"219","provTUNGURAHUA:monthMay",-1.32572530326687,1.12807029008922,-1.17521515717077,0.240879323045623
"220","provZAMORA CHINCHIPE:monthMay",-1.11272973608588,1.10139311784509,-1.01029298082321,0.313202979809946
"221","provAZUAY:monthNovember",1.32703146774602,1.59555876185184,0.83170328757171,0.406265496370002
"222","provBOLIVAR:monthNovember",-0.361172925822805,1.77686674373039,-0.203263934730722,0.839072279971537
"223","provCAÑAR:monthNovember",0.446660384807178,1.77897141501508,0.251077887501296,0.801932935047539
"224","provCARCHI:monthNovember",0.1716850014974,1.81378361448043,0.0946557241595658,0.924654109181518
"225","provCHIMBORAZO:monthNovember",0.886053772506144,1.69230612536439,0.523577713999799,0.600974925731008
"226","provCOTOPAXI:monthNovember",0.261070089355166,1.69983183699441,0.153585833417959,0.878043867374987
"227","provEL ORO:monthNovember",1.03838559863609,1.6042275680515,0.647280734551467,0.517965858004663
"228","provESMERALDAS:monthNovember",0.79925886821111,1.61590215333502,0.494620832431926,0.621244887770412
"229","provGALAPAGOS:monthNovember",0.386906917730595,1.83637092753105,0.210691049357213,0.83327735104253
"230","provGUAYAS:monthNovember",0.35514970221011,1.20541633040463,0.294628248557818,0.768490137315172
"231","provIMBABURA:monthNovember",0.775601887513757,1.65967675245684,0.46732105294939,0.640623573742334
"232","provLOJA:monthNovember",0.919399230596255,1.70129801779132,0.540410451891225,0.589331667294912
"233","provLOS RIOS:monthNovember",0.15950861187064,1.63998214324778,0.0972624077203385,0.922585660131169
"234","provMANABI:monthNovember",0.791417951242152,1.30255964348569,0.60758672756381,0.543940377231201
"235","provMORONA SANTIAGO:monthNovember",0.264402262950879,1.7982005375348,0.147037139313369,0.883205582672256
"236","provNAPO:monthNovember",0.221641503876881,1.80919844449982,0.122508122064054,0.902582056032936
"237","provORELLANA:monthNovember",0.463110564526797,1.79011421010521,0.258704479251957,0.796048060042525
"238","provPASTAZA:monthNovember",0.0120645720101035,1.81695356293026,0.00664000019386656,0.994706682306758
"239","provSANTA ELENA:monthNovember",0.354156150866,1.74117234623829,0.203400973850254,0.838965276135003
"240","provSANTO DOMINGO DE LOS TSACHILAS:monthNovember",0.463449315210684,1.64064402176456,0.282480116992247,0.777778293369773
"241","provSUCUMBIOS:monthNovember",0.607628647631351,1.7508796057679,0.347041935738841,0.728813266519502
"242","provTUNGURAHUA:monthNovember",0.498594559194311,1.62851131617115,0.306165854816762,0.759699575897005
"243","provZAMORA CHINCHIPE:monthNovember",0.898150773076941,1.52384218347827,0.58939881230145,0.55605583521004
"244","provAZUAY:monthOctober",1.11894406180171,1.44013495017998,0.776971673149015,0.437813177749287
"245","provBOLIVAR:monthOctober",-0.380366933042017,1.57304701590526,-0.241802647470853,0.809105168288152
"246","provCAÑAR:monthOctober",0.625303434888171,1.58357402799349,0.394868458205568,0.693232246674287
"247","provCARCHI:monthOctober",-0.536895246877541,1.58896166022877,-0.337890623994189,0.735691772832557
"248","provCHIMBORAZO:monthOctober",0.794858109959405,1.51268104573436,0.525463125356692,0.599665597868192
"249","provCOTOPAXI:monthOctober",0.00912454630486909,1.48895177392966,0.00612816779202155,0.995114702784985
"250","provEL ORO:monthOctober",0.997326104606523,1.44128449859288,0.691970326177938,0.489513447870902
"251","provESMERALDAS:monthOctober",0.0949387034615614,1.3742900191929,0.0690820002588082,0.944972288051827
"252","provGALAPAGOS:monthOctober",-0.488029974023151,1.62441667939845,-0.300433983603195,0.7640628976294
"253","provGUAYAS:monthOctober",-0.0884328973117902,1.41391284850279,-0.0625448006964738,0.950172370503614
"254","provIMBABURA:monthOctober",0.196558926815607,1.49144805167263,0.131790662500896,0.895241893475029
"255","provLOJA:monthOctober",0.531722001003483,1.49015304874878,0.356823751392481,0.721485049970146
"256","provLOS RIOS:monthOctober",-0.221178178697896,1.47668470966695,-0.149780232198504,0.881042842587754
"257","provMANABI:monthOctober",0.545463043043451,1.21106598606964,0.45039911063284,0.652761550134915
"258","provMORONA SANTIAGO:monthOctober",0.176437860919215,1.59764730875917,0.110436051781822,0.912140480057586
"259","provNAPO:monthOctober",-0.492807410587856,1.59630438341707,-0.308717695514277,0.757759477390648
"260","provORELLANA:monthOctober",0.908559622132906,1.58826870762448,0.572044023641193,0.567738377231054
"261","provPASTAZA:monthOctober",0.0270244066248981,1.59804541139618,0.0169109128139778,0.986519396048721
"262","provSANTA ELENA:monthOctober",-0.0690747452450393,1.53340020580358,-0.0450467822970199,0.964101237639195
"263","provSANTO DOMINGO DE LOS TSACHILAS:monthOctober",0.224802744508954,1.47171346354022,0.152748989581294,0.878703186494083
"264","provSUCUMBIOS:monthOctober",0.16198302187194,1.56317276108342,0.103624516691086,0.917539452642953
"265","provTUNGURAHUA:monthOctober",-0.0651560806536434,1.46395809095739,-0.0445067936412259,0.964531279586251
"266","provZAMORA CHINCHIPE:monthOctober",0.125972919291379,1.3134054242663,0.0959132016389762,0.923656213976482
"267","provAZUAY:monthSeptember",1.10436799513963,1.10291913638259,1.00131365819056,0.31751573955236
"268","provBOLIVAR:monthSeptember",-0.810766082455075,1.0583883964333,-0.766038332607671,0.444280876184644
"269","provCAÑAR:monthSeptember",0.432292297053415,1.18890446273237,0.363605580266652,0.716419322145248
"270","provCARCHI:monthSeptember",-1.07812327330854,1.08475981248867,-0.993882019684242,0.321114607013155
"271","provCHIMBORAZO:monthSeptember",0.482443777532211,1.14409309270184,0.42168227446675,0.673571515410422
"272","provCOTOPAXI:monthSeptember",-0.360331786751869,1.00921162147557,-0.35704284322948,0.721321204481277
"273","provEL ORO:monthSeptember",0.70454222039444,1.10172809975688,0.639488291666441,0.523013656297784
